Vehicle_ID,EV_Type,State,City,Registration_Date,Daily_KM_Travelled,Battery_Capacity_kWh,Charging_Frequency_Per_Week
VH-00989,E-Bus,Maharashtra,Nagpur,2023-09-27,,197.8,2.0
VH-00270,E-Bus,Tamil Nadu,Coimbatore,2024-02-16,36.9,190.2,4.0
VH-00868,E-Cargo,Delhi,Faridabad,2023-09-11,,49.5,3.0
VH-00969,E-Bus,Punjab,Ludhiana,2022-02-11,69.7,231.4,6.0
VH-00700,E-Bus,Haryana,Ambala,2021-12-09,41.4,236.6,2.0
VH-00631,2W-Electric,Kerala,Thrissur,2024-06-20,75.9,2.3,4.0
VH-00163,4W-Electric,Andhra Pradesh,Kurnool,2024-06-15,62.2,42.1,6.0
VH-00414,2W-Electric,Punjab,Jalandhar,2022-08-24,19.9,2.5,3.0
VH-01165,3W-Electric,Maharashtra,Pune,2023-08-24,24.5,6.0,6.0
VH-00096,4W-Electric,Tamil Nadu,Vellore,2023-04-24,80.4,45.6,7.0
VH-00099,4W-Electric,Gujarat,Rajkot,2022-09-18,72.6,36.2,3.0
VH-00007,2W-Electric,Kerala,Kozhikode,2021-11-23,2.7,2.3,7.0
VH-00877,E-Bus,Punjab,Patiala,2024-04-22,56.6,197.1,3.0
VH-00818,2W-Electric,West Bengal,Asansol,2021-06-29,46.5,2.2,4.0
VH-00823,E-Bus,West Bengal,Durgapur,2022-07-08,26.0,220.9,3.0
VH-00208,E-Cargo,Karnataka,Mysuru,2024-04-17,74.5,62.9,2.0
VH-00804,E-Bus,Gujarat,Vadodara,2023-11-18,55.6,235.0,2.0
VH-00687,E-Cargo,Kerala,Thrissur,2023-03-15,61.1,51.1,6.0
VH-00873,4W-Electric,Rajasthan,Kota,2022-01-18,,47.0,5.0
VH-00246,2W-Electric,Delhi,New Delhi,2022-10-27,63.1,2.3,2.0
VH-00612,E-Bus,Rajasthan,Kota,2024-03-03,113.8,213.3,3.0
VH-00230,E-Cargo,Andhra Pradesh,Guntur,2024-04-02,48.9,64.1,7.0
VH-00265,3W-Electric,Rajasthan,Bikaner,2021-07-04,72.0,6.1,4.0
VH-00907,4W-Electric,Andhra Pradesh,Vijayawada,2023-01-25,78.8,41.2,5.0
VH-00369,4W-Electric,Kerala,Thiruvananthapuram,2022-09-28,82.8,44.4,7.0
VH-01142,E-Bus,Haryana,Yamunanagar,2021-11-03,38.7,213.3,6.0
VH-00897,4W-Electric,Rajasthan,Jaipur,2022-09-13,47.8,46.1,4.0
VH-01126,4W-Electric,Tamil Nadu,Coimbatore,2024-05-17,82.4,40.3,7.0
VH-00202,3W-Electric,Tamil Nadu,Madurai,2021-05-27,74.7,9.0,2.0
VH-00730,4W-Electric,Andhra Pradesh,Vijayawada,2021-11-22,49.0,44.2,4.0
VH-01152,E-Cargo,Maharashtra,Mumbai,2023-12-07,48.6,68.4,2.0
VH-00800,E-Bus,Rajasthan,Jodhpur,2022-09-24,38.7,196.8,
VH-00866,E-Cargo,Telangana,Khammam,2023-10-03,36.5,66.2,3.0
VH-00404,E-Cargo,Rajasthan,Jodhpur,2023-05-04,65.5,48.3,3.0
VH-01032,2W-Electric,Rajasthan,Bikaner,2022-12-23,41.1,2.6,6.0
VH-01015,3W-Electric,Kerala,Thiruvananthapuram,2021-09-05,78.5,8.0,5.0
VH-00611,4W-Electric,Delhi,Rohini,2023-03-24,,39.3,2.0
VH-00190,2W-Electric,Karnataka,Mysuru,2024-02-17,45.5,2.9,5.0
VH-00887,4W-Electric,Telangana,Khammam,2022-07-20,46.0,34.7,6.0
VH-00333,2W-Electric,Kerala,Kochi,2022-02-23,74.3,2.2,4.0
VH-00304,E-Cargo,Rajasthan,Kota,2023-12-23,70.2,64.4,4.0
VH-00261,E-Cargo,Punjab,Amritsar,2022-12-23,44.1,52.4,3.0
VH-00145,E-Bus,Telangana,Warangal,2022-01-08,50.3,161.2,2.0
VH-00829,3W-Electric,Rajasthan,Jodhpur,2022-04-30,78.3,8.1,6.0
VH-00628,4W-Electric,Kerala,Thrissur,2021-03-02,50.0,44.5,7.0
VH-00699,E-Bus,Uttar Pradesh,Varanasi,2023-05-02,56.9,197.2,7.0
VH-00284,2W-Electric,Gujarat,Vadodara,2024-11-05,42.5,2.2,4.0
VH-00920,E-Cargo,Madhya Pradesh,Ujjain,2023-03-25,54.1,64.0,6.0
VH-01118,4W-Electric,Maharashtra,Mumbai,2021-07-31,55.5,41.7,7.0
VH-00938,E-Bus,Haryana,Gurugram,2021-04-20,79.5,238.3,7.0
VH-00012,E-Cargo,Telangana,Hyderabad,2022-08-24,67.0,60.3,7.0
VH-00009,2W-Electric,Punjab,Chandigarh,2021-07-09,46.4,2.6,5.0
VH-00891,2W-Electric,Karnataka,Belagavi,2022-08-09,42.1,2.8,6.0
VH-00595,4W-Electric,Kerala,Thrissur,2021-11-09,13.1,34.7,3.0
VH-00694,E-Cargo,Tamil Nadu,Salem,2024-11-21,57.2,63.6,7.0
VH-00532,E-Cargo,Telangana,Nizamabad,2022-11-03,69.5,68.3,2.0
VH-00895,2W-Electric,Kerala,Thrissur,2023-03-22,26.1,2.8,4.0
VH-01181,E-Cargo,Tamil Nadu,Salem,2021-08-07,68.4,68.3,6.0
VH-00470,E-Cargo,Delhi,Noida,2023-05-07,31.5,66.2,3.0
VH-00128,E-Cargo,Rajasthan,Kota,2023-10-31,48.3,60.5,5.0
VH-00737,E-Bus,Rajasthan,Jaipur,2024-11-22,65.8,211.3,3.0
VH-01036,3W-Electric,Maharashtra,Mumbai,2022-07-01,30.7,6.4,3.0
VH-00058,3W-Electric,Delhi,Noida,2021-06-04,51.7,7.0,5.0
VH-00956,3W-Electric,Rajasthan,Kota,2022-12-03,63.4,8.6,5.0
VH-01063,4W-Electric,Delhi,Gurugram,2021-02-20,50.9,39.1,6.0
VH-00034,4W-Electric,Uttar Pradesh,Lucknow,2023-10-23,77.0,33.0,3.0
VH-00238,E-Bus,Karnataka,Belagavi,2021-02-01,83.9,195.0,7.0
VH-01166,2W-Electric,Telangana,Hyderabad,2022-06-23,32.3,2.0,3.0
VH-00283,3W-Electric,Maharashtra,Thane,2023-06-28,45.8,6.3,5.0
VH-00587,2W-Electric,Gujarat,Bhavnagar,2023-09-08,51.9,2.2,3.0
VH-00935,2W-Electric,Rajasthan,Bikaner,2022-04-01,70.3,2.5,4.0
VH-00363,E-Cargo,Uttar Pradesh,Meerut,2024-06-02,41.4,60.1,3.0
VH-00244,2W-Electric,Delhi,Dwarka,2023-06-08,70.9,2.3,2.0
VH-00604,4W-Electric,West Bengal,Asansol,2021-05-04,44.0,32.9,6.0
VH-00093,2W-Electric,Gujarat,Bhavnagar,2022-12-26,69.7,2.7,6.0
VH-00211,E-Bus,Kerala,Thrissur,2021-07-06,16.7,206.7,5.0
VH-00338,E-Bus,Haryana,Gurugram,2021-02-08,71.7,,5.0
VH-01031,E-Cargo,Tamil Nadu,Tiruchirappalli,2024-11-22,18.6,70.0,7.0
VH-00792,2W-Electric,Uttar Pradesh,Allahabad,2024-04-04,29.4,2.4,2.0
VH-00669,E-Cargo,Uttar Pradesh,Allahabad,2024-11-15,78.0,62.7,6.0
VH-00302,3W-Electric,Rajasthan,Ajmer,2021-05-15,46.9,6.4,3.0
VH-00948,E-Bus,Madhya Pradesh,Jabalpur,2023-05-29,68.3,213.2,5.0
VH-01087,3W-Electric,Madhya Pradesh,Ujjain,2021-11-26,52.3,6.2,3.0
VH-00086,2W-Electric,Haryana,Panipat,2021-01-08,78.8,2.3,4.0
VH-00191,E-Cargo,Kerala,Kollam,2022-04-08,41.7,71.7,6.0
VH-00040,E-Bus,Karnataka,Shivamogga,2021-05-22,61.8,199.5,6.0
VH-00501,3W-Electric,Tamil Nadu,Tiruchirappalli,2024-02-23,60.3,8.3,4.0
VH-00624,4W-Electric,Madhya Pradesh,Ujjain,2023-02-26,68.4,42.5,7.0
VH-00976,4W-Electric,Andhra Pradesh,Visakhapatnam,2024-08-12,108.8,38.9,3.0
VH-00635,4W-Electric,Uttar Pradesh,Agra,2021-07-29,29.4,40.7,3.0
VH-00765,3W-Electric,Maharashtra,Aurangabad,2021-09-02,77.8,8.4,2.0
VH-00724,E-Bus,Telangana,Warangal,2022-03-10,67.0,184.4,5.0
VH-00064,E-Bus,Andhra Pradesh,Kurnool,2021-11-14,46.3,200.2,3.0
VH-00234,3W-Electric,Kerala,Thrissur,2023-04-22,58.3,,2.0
VH-00677,3W-Electric,Madhya Pradesh,Indore,2023-11-23,47.9,8.2,3.0
VH-00106,E-Cargo,Karnataka,Mangaluru,2022-01-25,69.8,71.2,4.0
VH-00754,E-Bus,Haryana,Yamunanagar,2023-01-19,54.7,180.8,6.0
VH-00903,2W-Electric,Punjab,Amritsar,2022-09-30,81.2,2.8,7.0
VH-00254,E-Bus,Tamil Nadu,Chennai,2022-12-09,43.8,167.1,6.0
VH-00423,4W-Electric,Karnataka,Bengaluru,2024-09-15,23.8,43.0,4.0
VH-00775,3W-Electric,Haryana,Gurugram,2021-04-05,39.0,8.1,5.0
VH-00859,3W-Electric,Karnataka,Hubli,2023-02-08,73.0,7.3,3.0
VH-00925,3W-Electric,Madhya Pradesh,Gwalior,2021-11-04,38.9,6.2,6.0
VH-00080,E-Cargo,West Bengal,Kolkata,2022-09-06,51.8,51.3,7.0
VH-00990,2W-Electric,Telangana,Nizamabad,2021-05-10,13.6,2.2,4.0
VH-00498,E-Bus,Gujarat,Ahmedabad,2022-10-05,25.2,238.5,5.0
VH-01164,3W-Electric,Madhya Pradesh,Bhopal,2023-03-08,57.4,8.5,
VH-00088,E-Bus,Uttar Pradesh,Meerut,2024-02-23,79.3,166.7,2.0
VH-00065,2W-Electric,Delhi,Dwarka,2024-04-01,64.6,2.1,7.0
VH-00606,E-Cargo,Maharashtra,Mumbai,2024-02-04,34.3,70.4,5.0
VH-00275,4W-Electric,Kerala,Kollam,2024-06-03,37.5,44.6,3.0
VH-00637,E-Bus,West Bengal,Siliguri,2021-07-31,,191.1,2.0
VH-01154,E-Bus,Andhra Pradesh,Guntur,2023-01-12,97.1,230.4,2.0
VH-00154,2W-Electric,Kerala,Kollam,2021-12-02,56.2,2.6,4.0
VH-00614,2W-Electric,Madhya Pradesh,Bhopal,2023-04-11,67.9,2.7,5.0
VH-00411,E-Cargo,Maharashtra,Thane,2022-11-25,24.5,53.9,7.0
VH-00831,E-Cargo,Andhra Pradesh,Guntur,2024-02-29,99.3,62.1,3.0
VH-00913,3W-Electric,Haryana,Yamunanagar,2022-03-30,44.1,6.8,7.0
VH-00518,2W-Electric,Punjab,Amritsar,2024-02-02,51.4,2.8,3.0
VH-00045,E-Cargo,Rajasthan,Kota,2023-07-14,44.3,69.8,2.0
VH-00391,E-Bus,Rajasthan,Jaipur,2021-04-20,70.1,207.2,5.0
VH-00221,2W-Electric,Uttar Pradesh,Lucknow,2024-07-14,52.8,2.4,6.0
VH-00141,E-Bus,Gujarat,Vadodara,2023-09-22,62.5,212.8,
VH-00358,2W-Electric,Kerala,Kollam,2023-07-11,,2.4,6.0
VH-00723,4W-Electric,Uttar Pradesh,Allahabad,2021-05-10,66.4,45.9,6.0
VH-00262,E-Cargo,Madhya Pradesh,Indore,2022-05-29,30.4,59.6,7.0
VH-00899,E-Bus,Delhi,Faridabad,2022-10-20,53.8,238.8,4.0
VH-00196,2W-Electric,Tamil Nadu,Tiruchirappalli,2021-11-17,54.9,2.5,2.0
VH-00116,E-Bus,Madhya Pradesh,Gwalior,2023-06-24,82.6,183.5,5.0
VH-00719,E-Bus,Delhi,Faridabad,2023-02-08,60.0,233.6,5.0
VH-01173,3W-Electric,Gujarat,Gandhinagar,2024-10-12,57.4,8.3,2.0
VH-01079,E-Bus,Delhi,Noida,2023-03-21,67.8,182.9,7.0
VH-00359,4W-Electric,Madhya Pradesh,Indore,2024-05-24,34.7,41.3,
VH-01061,E-Cargo,Madhya Pradesh,Ujjain,2022-05-15,74.2,61.4,2.0
VH-01020,E-Cargo,West Bengal,Kolkata,2023-06-06,40.1,51.4,6.0
VH-01001,2W-Electric,Telangana,Warangal,2023-07-30,47.0,3.0,5.0
VH-00936,4W-Electric,Gujarat,Bhavnagar,2023-05-12,80.1,41.9,4.0
VH-00755,E-Bus,Madhya Pradesh,Indore,2021-05-30,57.2,220.8,2.0
VH-00421,E-Bus,Delhi,New Delhi,2021-06-11,58.6,168.5,5.0
VH-00150,2W-Electric,Karnataka,Shivamogga,2021-03-05,81.5,2.0,3.0
VH-00010,4W-Electric,Karnataka,Hubli,2024-05-21,40.2,37.9,4.0
VH-01070,2W-Electric,Andhra Pradesh,Tirupati,2024-11-06,59.8,3.0,3.0
VH-01155,E-Cargo,Tamil Nadu,Salem,2022-06-04,74.4,53.2,4.0
VH-00535,4W-Electric,Gujarat,Rajkot,2022-11-07,80.0,,4.0
VH-00549,E-Cargo,Gujarat,Bhavnagar,2023-09-29,103.0,53.8,2.0
VH-00299,2W-Electric,Delhi,Noida,2021-05-05,32.2,2.3,5.0
VH-00977,4W-Electric,Uttar Pradesh,Agra,2023-08-09,84.5,37.1,2.0
VH-00123,E-Bus,Kerala,Thiruvananthapuram,2023-10-10,58.3,190.0,5.0
VH-00710,E-Cargo,Kerala,Kozhikode,2024-07-19,59.5,66.1,5.0
VH-01098,3W-Electric,Rajasthan,Jodhpur,2024-12-29,69.3,6.4,7.0
VH-00770,E-Cargo,Delhi,Faridabad,2024-07-09,,62.7,2.0
VH-00089,3W-Electric,Karnataka,Bengaluru,2024-01-23,59.5,6.5,2.0
VH-01033,E-Cargo,Uttar Pradesh,Meerut,2024-09-28,86.7,56.9,7.0
VH-00098,2W-Electric,Karnataka,Mangaluru,2023-08-22,57.9,2.4,3.0
VH-01189,2W-Electric,West Bengal,Siliguri,2024-12-06,41.8,,4.0
VH-00349,2W-Electric,Tamil Nadu,Vellore,2021-12-29,76.4,2.1,7.0
VH-00510,4W-Electric,Punjab,Amritsar,2021-03-28,57.6,45.9,4.0
VH-00212,4W-Electric,Rajasthan,Kota,2022-10-20,62.2,45.0,7.0
VH-00704,E-Cargo,West Bengal,Kolkata,2021-08-22,48.9,56.3,4.0
VH-00747,3W-Electric,Madhya Pradesh,Bhopal,2024-02-08,34.1,7.6,6.0
VH-01046,3W-Electric,Andhra Pradesh,Kurnool,2022-02-01,45.5,8.9,4.0
VH-00940,2W-Electric,Gujarat,Gandhinagar,2024-10-26,,2.3,5.0
VH-01163,E-Cargo,Punjab,Chandigarh,2024-06-11,20.1,50.7,
VH-01034,4W-Electric,Telangana,Khammam,2023-05-16,70.6,43.0,2.0
VH-01185,4W-Electric,Uttar Pradesh,Kanpur,2023-07-29,88.4,35.9,7.0
VH-00479,E-Bus,Rajasthan,Jaipur,2021-04-15,20.0,167.0,6.0
VH-00492,2W-Electric,Rajasthan,Bikaner,2023-05-04,85.6,2.8,6.0
VH-00842,E-Cargo,Tamil Nadu,Vellore,2024-11-21,52.3,53.3,6.0
VH-01071,4W-Electric,Maharashtra,Kolhapur,2021-03-19,60.3,46.6,2.0
VH-00365,E-Cargo,Punjab,Chandigarh,2021-04-18,52.7,53.0,7.0
VH-00297,2W-Electric,West Bengal,Siliguri,2023-07-15,45.8,2.5,6.0
VH-00050,E-Bus,Delhi,Faridabad,2022-03-15,78.2,229.7,6.0
VH-00225,4W-Electric,Delhi,Gurugram,2023-05-01,48.7,45.6,
VH-00851,E-Bus,Madhya Pradesh,Gwalior,2021-01-24,44.4,161.9,4.0
VH-00648,E-Bus,Haryana,Yamunanagar,2022-11-06,66.5,217.4,5.0
VH-00563,3W-Electric,Telangana,Warangal,2023-08-02,57.3,6.2,4.0
VH-00623,3W-Electric,Tamil Nadu,Tiruchirappalli,2024-03-06,33.5,8.1,5.0
VH-00818,2W-Electric,West Bengal,Asansol,2021-06-29,46.5,2.2,4.0
VH-01088,4W-Electric,Gujarat,Gandhinagar,2022-02-02,75.1,40.2,2.0
VH-00805,4W-Electric,Madhya Pradesh,Gwalior,2021-12-23,53.1,32.7,2.0
VH-00605,E-Bus,Madhya Pradesh,Ujjain,2024-09-12,52.4,202.5,5.0
VH-00443,3W-Electric,Gujarat,Ahmedabad,2021-10-12,63.3,6.2,3.0
VH-01137,E-Cargo,Haryana,Ambala,2021-10-20,51.8,66.9,6.0
VH-01025,4W-Electric,Delhi,Noida,2022-08-26,64.4,42.4,5.0
VH-00540,4W-Electric,Madhya Pradesh,Gwalior,2024-06-12,54.7,41.3,3.0
VH-00768,4W-Electric,Rajasthan,Jodhpur,2021-08-30,73.4,42.2,2.0
VH-00763,2W-Electric,Telangana,Warangal,2022-05-16,60.7,2.5,2.0
VH-00869,3W-Electric,Karnataka,Bengaluru,2021-12-16,57.0,8.7,7.0
VH-00690,3W-Electric,Karnataka,Shivamogga,2022-10-04,40.8,7.1,2.0
VH-00188,E-Cargo,Uttar Pradesh,Lucknow,2024-07-13,59.1,67.7,7.0
VH-00407,E-Bus,Maharashtra,Solapur,2021-03-31,51.8,174.0,7.0
VH-01012,E-Cargo,Haryana,Panipat,2023-12-06,45.2,49.7,4.0
VH-00752,E-Cargo,Gujarat,Rajkot,2021-05-26,70.2,48.3,6.0
VH-01051,3W-Electric,Uttar Pradesh,Allahabad,2021-03-23,53.1,6.3,3.0
VH-00462,4W-Electric,Delhi,Faridabad,2023-09-17,41.7,34.7,
VH-00671,2W-Electric,Delhi,Noida,2021-08-26,69.9,,7.0
VH-00656,4W-Electric,Gujarat,Rajkot,2024-11-19,62.9,41.8,2.0
VH-00786,2W-Electric,Maharashtra,Solapur,2022-04-23,55.8,3.0,6.0
VH-01084,2W-Electric,Tamil Nadu,Chennai,2021-01-11,48.3,2.8,6.0
VH-00715,2W-Electric,Haryana,Yamunanagar,2021-10-05,,2.1,5.0
VH-00425,4W-Electric,Andhra Pradesh,Tirupati,2023-07-05,33.2,,2.0
VH-00044,E-Bus,Andhra Pradesh,Guntur,2024-10-07,75.8,200.7,7.0
VH-00662,E-Cargo,Andhra Pradesh,Kurnool,2024-07-30,36.3,54.2,2.0
VH-00636,E-Bus,Karnataka,Mysuru,2023-07-09,22.1,215.6,6.0
VH-00529,4W-Electric,Uttar Pradesh,Allahabad,2022-01-17,65.1,45.8,2.0
VH-00988,E-Bus,Tamil Nadu,Tiruchirappalli,2023-01-05,51.3,188.9,6.0
VH-00219,2W-Electric,Madhya Pradesh,Jabalpur,2022-02-21,60.5,3.0,4.0
VH-00821,E-Bus,Punjab,Ludhiana,2024-12-31,60.6,188.4,4.0
VH-00538,4W-Electric,Karnataka,Mangaluru,2021-11-24,39.9,38.9,5.0
VH-01171,4W-Electric,Haryana,Yamunanagar,2022-02-03,95.4,47.4,2.0
VH-00856,E-Cargo,Karnataka,Mangaluru,2024-08-26,82.8,59.6,7.0
VH-00610,3W-Electric,Tamil Nadu,Coimbatore,2024-06-23,64.1,8.6,6.0
VH-00486,4W-Electric,Tamil Nadu,Vellore,2023-08-29,32.4,41.1,6.0
VH-01018,E-Bus,Kerala,Kochi,2023-07-26,70.2,229.9,7.0
VH-01086,4W-Electric,Delhi,Dwarka,2022-03-10,50.9,46.3,5.0
VH-00082,3W-Electric,Andhra Pradesh,Kurnool,2022-07-12,66.1,8.0,4.0
VH-00325,4W-Electric,Rajasthan,Jodhpur,2022-10-01,65.2,,7.0
VH-01081,E-Bus,Tamil Nadu,Vellore,2024-01-23,109.3,200.9,
VH-00020,E-Cargo,Delhi,Faridabad,2022-03-26,62.8,63.9,7.0
VH-00455,E-Cargo,Delhi,Dwarka,2022-07-17,49.0,53.7,3.0
VH-01111,3W-Electric,West Bengal,Kolkata,2024-06-11,,6.2,7.0
VH-00839,E-Bus,Rajasthan,Bikaner,2024-04-15,-0.5,223.1,2.0
VH-00759,E-Cargo,Telangana,Hyderabad,2024-01-07,31.1,58.9,6.0
VH-00035,4W-Electric,West Bengal,Kolkata,2024-08-01,78.6,37.0,
VH-00809,4W-Electric,Haryana,Ambala,2024-11-06,101.0,43.7,7.0
VH-00905,3W-Electric,Maharashtra,Nagpur,2022-02-16,18.4,6.6,2.0
VH-00801,2W-Electric,Delhi,New Delhi,2021-11-19,72.8,2.8,7.0
VH-00097,4W-Electric,Haryana,Faridabad,2021-11-23,37.6,42.5,7.0
VH-01108,4W-Electric,Punjab,Amritsar,2023-03-15,67.2,36.8,3.0
VH-00447,E-Cargo,Andhra Pradesh,Tirupati,2023-04-22,69.3,53.6,5.0
VH-00475,4W-Electric,Gujarat,Gandhinagar,2021-04-10,47.7,33.5,
VH-00367,4W-Electric,West Bengal,Asansol,2022-06-01,106.4,32.6,7.0
VH-01174,2W-Electric,Rajasthan,Jodhpur,2021-11-19,86.0,3.0,2.0
VH-00761,3W-Electric,West Bengal,Howrah,2024-01-04,,8.2,4.0
VH-00919,3W-Electric,Uttar Pradesh,Agra,2023-08-14,60.3,8.9,4.0
VH-00760,2W-Electric,Tamil Nadu,Madurai,2022-09-27,54.2,2.3,2.0
VH-00393,2W-Electric,Rajasthan,Jodhpur,2022-10-15,19.9,2.6,2.0
VH-00507,4W-Electric,Andhra Pradesh,Tirupati,2023-09-10,47.7,,4.0
VH-00435,2W-Electric,Gujarat,Ahmedabad,2022-01-17,516.662003748149,2.7,5.0
VH-00649,E-Cargo,Rajasthan,Kota,2021-10-06,49.9,70.9,4.0
VH-00943,4W-Electric,Uttar Pradesh,Kanpur,2022-01-05,82.5,36.5,2.0
VH-01198,4W-Electric,Maharashtra,Kolhapur,2024-06-25,67.4,33.0,4.0
VH-00133,4W-Electric,Delhi,Dwarka,2022-11-19,55.3,43.6,4.0
VH-01075,2W-Electric,Maharashtra,Solapur,2024-01-01,52.5,2.3,2.0
VH-00973,2W-Electric,Rajasthan,Jodhpur,2021-01-27,60.3,2.6,7.0
VH-00451,3W-Electric,Kerala,Thiruvananthapuram,2023-06-06,73.4,7.4,
VH-00032,E-Cargo,Karnataka,Shivamogga,2022-07-01,42.5,50.8,7.0
VH-00122,E-Bus,Haryana,Gurugram,2023-04-29,58.5,187.0,7.0
VH-01113,E-Cargo,Tamil Nadu,Tiruchirappalli,2024-09-12,72.5,53.6,3.0
VH-00256,3W-Electric,Uttar Pradesh,Agra,2023-02-27,51.2,7.1,5.0
VH-00893,E-Cargo,Uttar Pradesh,Meerut,2023-08-27,40.8,52.8,2.0
VH-00360,2W-Electric,West Bengal,Howrah,2023-07-12,65.3,3.0,2.0
VH-00052,E-Bus,Gujarat,Rajkot,2022-01-25,58.5,231.7,2.0
VH-00876,2W-Electric,Punjab,Ludhiana,2024-09-30,66.3,2.6,4.0
VH-00939,E-Cargo,Kerala,Kollam,2021-05-26,62.4,63.2,5.0
VH-00773,E-Cargo,Delhi,New Delhi,2024-10-12,50.4,60.3,7.0
VH-01127,3W-Electric,Haryana,Gurugram,2023-04-30,40.2,6.4,4.0
VH-00680,E-Bus,Tamil Nadu,Vellore,2023-03-22,87.5,,2.0
VH-00806,E-Cargo,Telangana,Nizamabad,2024-02-01,53.3,65.4,3.0
VH-00125,E-Cargo,Gujarat,Surat,2023-08-10,19.2,59.2,2.0
VH-00405,E-Cargo,Madhya Pradesh,Bhopal,2023-01-09,87.4,51.3,2.0
VH-00731,4W-Electric,Karnataka,Shivamogga,2022-05-28,4.5,34.8,2.0
VH-00832,E-Bus,Kerala,Thiruvananthapuram,2024-01-16,49.1,165.2,4.0
VH-01072,3W-Electric,Karnataka,Bengaluru,2022-05-31,90.4,8.6,6.0
VH-00726,E-Cargo,Kerala,Thiruvananthapuram,2023-09-21,47.9,64.7,4.0
VH-00588,3W-Electric,Andhra Pradesh,Kurnool,2023-03-24,76.2,7.5,3.0
VH-00608,E-Cargo,Delhi,New Delhi,2024-11-30,55.2,51.6,7.0
VH-00434,4W-Electric,Rajasthan,Kota,2024-08-23,57.7,32.5,4.0
VH-00675,4W-Electric,Rajasthan,Jaipur,2021-04-02,99.5,42.0,7.0
VH-00361,2W-Electric,Punjab,Chandigarh,2023-10-31,39.0,2.1,7.0
VH-01100,E-Bus,Madhya Pradesh,Gwalior,2023-08-06,78.6,221.3,5.0
VH-00467,E-Cargo,Tamil Nadu,Madurai,2024-02-25,45.1,66.7,2.0
VH-00300,E-Bus,Haryana,Ambala,2024-11-06,60.4,198.5,2.0
VH-00494,E-Cargo,Delhi,Faridabad,2024-03-28,38.3,65.8,3.0
VH-00528,4W-Electric,Punjab,Ludhiana,2021-11-29,50.4,37.9,7.0
VH-01193,3W-Electric,Delhi,Dwarka,2023-10-19,29.0,8.4,7.0
