Vehicle_ID,EV_Type,State,City,Registration_Date,Daily_KM_Travelled,Battery_Capacity_kWh,Charging_Frequency_Per_Week,EV_Category,Registration_Year
VH-00968,2W-Electric,Andhra Pradesh,Kurnool,02-08-2022,73,2.6,2,Two Wheeler,2022
VH-00388,2W-Electric,Andhra Pradesh,Kurnool,07-08-2022,90.3,2.9,2,Two Wheeler,2022
VH-00285,2W-Electric,West Bengal,Durgapur,27-03-2023,38.4,2.2,4,Two Wheeler,2023
VH-00046,2W-Electric,Gujarat,Surat,24-11-2022,25.1,2.8,2,Two Wheeler,2022
VH-00655,2W-Electric,Madhya Pradesh,Ujjain,04-08-2023,16.8,2.8,7,Two Wheeler,2023
VH-01149,2W-Electric,Punjab,Patiala,22-05-2023,26.9,2.2,3,Two Wheeler,2023
VH-00158,2W-Electric,Haryana,Yamunanagar,05-03-2024,56.4,2.4,2,Two Wheeler,2024
VH-00038,2W-Electric,Uttar Pradesh,Lucknow,14-01-2023,53.5,2.7,4,Two Wheeler,2023
VH-00366,2W-Electric,Madhya Pradesh,Gwalior,07-11-2022,58.1,2.2,2,Two Wheeler,2022
VH-00811,2W-Electric,Haryana,Gurugram,13-05-2021,91.2,2.3,3,Two Wheeler,2021
VH-00091,2W-Electric,Telangana,Warangal,24-09-2022,58.5,2.1,4,Two Wheeler,2022
VH-01132,2W-Electric,Madhya Pradesh,Ujjain,18-03-2024,55.3,2.3,3,Two Wheeler,2024
VH-01190,2W-Electric,Gujarat,Vadodara,29-03-2023,43,2.1,7,Two Wheeler,2023
VH-00833,2W-Electric,Tamil Nadu,Salem,04-07-2021,92.2,2.6,2,Two Wheeler,2021
VH-00985,2W-Electric,Punjab,Amritsar,29-09-2021,84.6,3,7,Two Wheeler,2021
VH-01017,2W-Electric,Punjab,Jalandhar,20-07-2024,59.1,2.6,7,Two Wheeler,2024
VH-00001,2W-Electric,Madhya Pradesh,Bhopal,18-07-2022,32.8,2.4,3,Two Wheeler,2022
VH-00962,2W-Electric,Maharashtra,Pune,09-04-2021,42.1,2.5,7,Two Wheeler,2021
VH-00022,2W-Electric,Telangana,Karimnagar,09-03-2022,78.9,2.2,6,Two Wheeler,2022
VH-00949,2W-Electric,Telangana,Hyderabad,30-12-2023,60.5,2.3,3,Two Wheeler,2023
VH-01004,2W-Electric,Madhya Pradesh,Bhopal,07-04-2023,51.4,2.7,5,Two Wheeler,2023
VH-00766,2W-Electric,Andhra Pradesh,Vijayawada,02-12-2021,58.2,2.4,5,Two Wheeler,2021
VH-00323,2W-Electric,Karnataka,Mysuru,07-07-2021,58.3,2.1,7,Two Wheeler,2021
VH-00722,2W-Electric,Rajasthan,Ajmer,10-07-2021,78.3,2.9,7,Two Wheeler,2021
VH-00310,2W-Electric,Madhya Pradesh,Jabalpur,06-07-2021,86.6,2.8,2,Two Wheeler,2021
VH-00144,2W-Electric,Kerala,Kollam,21-06-2021,29.4,2.8,7,Two Wheeler,2021
VH-00982,2W-Electric,Kerala,Kozhikode,03-02-2023,70.7,2.5,4,Two Wheeler,2023
VH-00762,2W-Electric,Telangana,Khammam,28-09-2022,46.1,2.4,7,Two Wheeler,2022
VH-00734,2W-Electric,Karnataka,Shivamogga,03-01-2021,56.1,2.4,3,Two Wheeler,2021
VH-00076,2W-Electric,Kerala,Kochi,07-01-2024,72.5,2,3,Two Wheeler,2024
VH-00485,2W-Electric,Telangana,Khammam,03-04-2021,81.5,2.8,2,Two Wheeler,2021
VH-00493,2W-Electric,Delhi,Faridabad,07-05-2024,47.6,2.2,5,Two Wheeler,2024
VH-00601,2W-Electric,Maharashtra,Mumbai,30-09-2024,62.3,2.8,2,Two Wheeler,2024
VH-00195,2W-Electric,Delhi,Faridabad,18-11-2021,49,2.1,3,Two Wheeler,2021
VH-00898,2W-Electric,Delhi,Noida,12-04-2022,65.2,2.5,3,Two Wheeler,2022
VH-01135,2W-Electric,Andhra Pradesh,Guntur,20-03-2022,58.2,2.4,5,Two Wheeler,2022
VH-01191,2W-Electric,Andhra Pradesh,Guntur,10-02-2024,62.9,2.6,3,Two Wheeler,2024
VH-01055,2W-Electric,Tamil Nadu,Tiruchirappalli,01-11-2023,58.7,2.5,3,Two Wheeler,2023
VH-00514,2W-Electric,Delhi,Dwarka,14-06-2024,14.3,2.8,7,Two Wheeler,2024
VH-00181,2W-Electric,Kerala,Kozhikode,02-02-2022,41,2.8,4,Two Wheeler,2022
VH-00075,2W-Electric,Punjab,Ludhiana,28-07-2023,89.1,2,6,Two Wheeler,2023
VH-00933,2W-Electric,Tamil Nadu,Madurai,23-08-2023,43.7,2.7,3,Two Wheeler,2023
VH-00807,2W-Electric,Karnataka,Mangaluru,14-10-2021,55.6,2.8,2,Two Wheeler,2021
VH-00085,2W-Electric,Haryana,Gurugram,23-07-2024,26.2,2.1,5,Two Wheeler,2024
VH-00741,2W-Electric,Madhya Pradesh,Indore,23-12-2023,43.7,2.1,6,Two Wheeler,2023
VH-00640,2W-Electric,Telangana,Nizamabad,20-02-2024,58.2,2.7,3,Two Wheeler,2024
VH-00157,2W-Electric,Kerala,Thiruvananthapuram,28-11-2024,68.7,2.5,4,Two Wheeler,2024
VH-00980,2W-Electric,Haryana,Gurugram,11-10-2021,32.7,2.6,7,Two Wheeler,2021
VH-00683,2W-Electric,Gujarat,Vadodara,28-03-2024,63.3,3,2,Two Wheeler,2024
VH-00002,2W-Electric,Gujarat,Surat,17-10-2024,61.4,68.8,7,Two Wheeler,2024
VH-00313,2W-Electric,Rajasthan,Bikaner,22-04-2023,65.9,2.2,4,Two Wheeler,2023
VH-00161,2W-Electric,Haryana,Ambala,07-06-2023,42.6,2.8,4,Two Wheeler,2023
VH-00550,2W-Electric,West Bengal,Asansol,18-07-2023,54.5,2.7,3,Two Wheeler,2023
VH-00206,2W-Electric,Uttar Pradesh,Varanasi,09-05-2024,92.2,2.6,2,Two Wheeler,2024
VH-00173,2W-Electric,Uttar Pradesh,Varanasi,10-07-2021,50.2,2.3,4,Two Wheeler,2021
VH-00697,2W-Electric,Maharashtra,Thane,20-09-2023,68.9,3,3,Two Wheeler,2023
VH-00311,2W-Electric,Karnataka,Mangaluru,03-02-2023,43.1,2.1,5,Two Wheeler,2023
VH-01003,2W-Electric,Uttar Pradesh,Agra,16-10-2023,58.2,2.4,7,Two Wheeler,2023
VH-00427,2W-Electric,Madhya Pradesh,Bhopal,06-10-2024,28.6,2.4,7,Two Wheeler,2024
VH-01076,2W-Electric,Madhya Pradesh,Ujjain,14-04-2024,31.5,3,2,Two Wheeler,2024
VH-00965,2W-Electric,Gujarat,Bhavnagar,09-09-2022,76,2.3,5,Two Wheeler,2022
VH-01052,2W-Electric,Rajasthan,Ajmer,04-07-2024,59.6,2.9,6,Two Wheeler,2024
VH-00619,2W-Electric,Uttar Pradesh,Agra,02-06-2021,54.4,2.9,7,Two Wheeler,2021
VH-00626,2W-Electric,Rajasthan,Jaipur,15-06-2023,60.9,2.7,3,Two Wheeler,2023
VH-01011,2W-Electric,Punjab,Amritsar,01-12-2022,85.4,2.1,4,Two Wheeler,2022
VH-01047,2W-Electric,Uttar Pradesh,Kanpur,18-01-2022,33,2.4,3,Two Wheeler,2022
VH-00959,2W-Electric,Maharashtra,Nagpur,21-01-2023,72.8,2,7,Two Wheeler,2023
VH-00292,2W-Electric,Delhi,Dwarka,15-09-2024,44.3,2.7,2,Two Wheeler,2024
VH-01035,2W-Electric,West Bengal,Kolkata,20-02-2023,49.9,2.4,3,Two Wheeler,2023
VH-00536,2W-Electric,Kerala,Kollam,20-06-2022,64.8,2.5,7,Two Wheeler,2022
VH-00994,2W-Electric,Andhra Pradesh,Kurnool,06-06-2023,43.4,2.6,7,Two Wheeler,2023
VH-00259,2W-Electric,Telangana,Karimnagar,05-03-2024,72,2.6,7,Two Wheeler,2024
VH-01196,2W-Electric,Tamil Nadu,Chennai,10-06-2021,50.3,2.3,7,Two Wheeler,2021
VH-00031,2W-Electric,Delhi,Gurugram,25-10-2024,50.9,2.8,2,Two Wheeler,2024
VH-00459,2W-Electric,Haryana,Yamunanagar,28-02-2021,51.7,2.2,2,Two Wheeler,2021
VH-00126,2W-Electric,West Bengal,Howrah,24-07-2023,62.1,2.6,3,Two Wheeler,2023
VH-00853,2W-Electric,Punjab,Ludhiana,09-04-2021,75.7,2.3,5,Two Wheeler,2021
VH-00314,2W-Electric,Haryana,Ambala,13-08-2022,75.7,2.5,6,Two Wheeler,2022
VH-00199,2W-Electric,Andhra Pradesh,Tirupati,08-11-2024,26.1,3,3,Two Wheeler,2024
VH-01005,2W-Electric,Maharashtra,Mumbai,22-05-2024,73.4,2.6,6,Two Wheeler,2024
VH-00118,2W-Electric,Tamil Nadu,Vellore,05-08-2022,60.1,2.9,6,Two Wheeler,2022
VH-00345,2W-Electric,Rajasthan,Jodhpur,12-11-2023,58.7,2.4,7,Two Wheeler,2023
VH-00950,2W-Electric,Andhra Pradesh,Guntur,22-10-2022,68,2.6,6,Two Wheeler,2022
VH-01130,2W-Electric,Haryana,Ambala,15-05-2022,36.1,68.8,2,Two Wheeler,2022
VH-00448,2W-Electric,Haryana,Yamunanagar,14-09-2021,55.9,2.8,4,Two Wheeler,2021
VH-00625,2W-Electric,Tamil Nadu,Vellore,23-10-2023,39.6,2.4,7,Two Wheeler,2023
VH-01083,2W-Electric,Madhya Pradesh,Gwalior,08-02-2024,78.9,68.8,6,Two Wheeler,2024
VH-00566,2W-Electric,Gujarat,Ahmedabad,01-05-2024,98.7,2.7,2,Two Wheeler,2024
VH-00037,2W-Electric,West Bengal,Siliguri,11-05-2024,34.2,2.9,4,Two Wheeler,2024
VH-00991,2W-Electric,Madhya Pradesh,Gwalior,13-12-2024,37.1,2.6,7,Two Wheeler,2024
VH-00691,2W-Electric,Gujarat,Vadodara,10-01-2022,39.8,2.1,4,Two Wheeler,2022
VH-00685,2W-Electric,Gujarat,Rajkot,22-06-2022,74.5,2.4,7,Two Wheeler,2022
VH-00720,2W-Electric,Karnataka,Shivamogga,06-04-2023,55,2.9,6,Two Wheeler,2023
VH-01141,2W-Electric,Tamil Nadu,Chennai,19-02-2022,65.4,2.6,6,Two Wheeler,2022
VH-00728,2W-Electric,Punjab,Jalandhar,12-09-2021,58.4,2.8,3,Two Wheeler,2021
VH-01048,2W-Electric,Andhra Pradesh,Kurnool,12-02-2023,47.8,2,2,Two Wheeler,2023
VH-00373,2W-Electric,Haryana,Yamunanagar,16-08-2024,52,2.9,7,Two Wheeler,2024
VH-00739,2W-Electric,Andhra Pradesh,Visakhapatnam,04-10-2022,41.2,2.2,4,Two Wheeler,2022
VH-00643,2W-Electric,Uttar Pradesh,Kanpur,09-12-2021,58.2,2.5,7,Two Wheeler,2021
VH-00430,2W-Electric,Maharashtra,Nagpur,29-04-2022,67.4,2.7,7,Two Wheeler,2022
VH-00446,2W-Electric,Kerala,Kochi,26-09-2022,60.7,2.6,5,Two Wheeler,2022
VH-00223,2W-Electric,Maharashtra,Solapur,06-04-2022,85.3,2.8,3,Two Wheeler,2022
VH-00049,2W-Electric,Maharashtra,Thane,19-11-2023,65,2.9,3,Two Wheeler,2023
VH-01066,2W-Electric,Rajasthan,Ajmer,16-07-2021,73,2.6,3,Two Wheeler,2021
VH-00124,2W-Electric,Gujarat,Surat,07-08-2021,37.9,2,5,Two Wheeler,2021
VH-00647,2W-Electric,Tamil Nadu,Madurai,22-03-2023,68.6,2.6,4,Two Wheeler,2023
VH-00756,2W-Electric,Kerala,Kochi,21-06-2022,32.6,2.2,3,Two Wheeler,2022
VH-00298,2W-Electric,Gujarat,Gandhinagar,11-09-2024,48.9,2.6,6,Two Wheeler,2024
VH-00315,2W-Electric,Delhi,Rohini,29-03-2024,49.6,2.4,6,Two Wheeler,2024
VH-00342,2W-Electric,Haryana,Panipat,14-06-2023,66.8,2.9,2,Two Wheeler,2023
VH-00054,2W-Electric,Telangana,Nizamabad,11-10-2024,47.6,2.4,7,Two Wheeler,2024
VH-00579,2W-Electric,Punjab,Jalandhar,26-02-2024,22.3,2.5,5,Two Wheeler,2024
VH-00277,2W-Electric,Madhya Pradesh,Jabalpur,14-10-2021,46.2,2.6,2,Two Wheeler,2021
VH-00330,2W-Electric,Gujarat,Gandhinagar,08-12-2022,63,2.9,5,Two Wheeler,2022
VH-00263,2W-Electric,Punjab,Amritsar,09-07-2024,42.5,2.6,7,Two Wheeler,2024
VH-00736,2W-Electric,West Bengal,Asansol,17-01-2021,60.9,2.1,7,Two Wheeler,2021
VH-00155,2W-Electric,Karnataka,Belagavi,01-10-2022,17.1,2.9,6,Two Wheeler,2022
VH-01121,2W-Electric,Rajasthan,Ajmer,25-11-2023,98.7,2.5,4,Two Wheeler,2023
VH-00444,2W-Electric,Punjab,Jalandhar,10-01-2023,16.4,2.8,6,Two Wheeler,2023
VH-00355,2W-Electric,Uttar Pradesh,Varanasi,27-04-2021,32.5,2.2,4,Two Wheeler,2021
VH-01186,2W-Electric,Uttar Pradesh,Meerut,15-09-2023,52.8,2.5,2,Two Wheeler,2023
VH-00825,2W-Electric,Punjab,Chandigarh,25-08-2023,38.7,2.3,6,Two Wheeler,2023
VH-00015,2W-Electric,Haryana,Faridabad,18-02-2023,43,2.1,4,Two Wheeler,2023
VH-00284,2W-Electric,Gujarat,Vadodara,05-11-2024,42.5,2.2,4,Two Wheeler,2024
VH-00055,2W-Electric,Madhya Pradesh,Bhopal,05-04-2023,1.9,2.8,7,Two Wheeler,2023
VH-00729,2W-Electric,Uttar Pradesh,Varanasi,27-05-2023,104.3,2.1,3,Two Wheeler,2023
VH-00060,2W-Electric,West Bengal,Kolkata,30-04-2022,83.1,3,3,Two Wheeler,2022
VH-01110,2W-Electric,West Bengal,Siliguri,24-03-2023,55.1,2.7,4,Two Wheeler,2023
VH-00332,2W-Electric,Madhya Pradesh,Gwalior,28-03-2022,46.1,2.1,5,Two Wheeler,2022
VH-00308,2W-Electric,Telangana,Nizamabad,03-10-2022,56.8,2.2,5,Two Wheeler,2022
VH-00567,2W-Electric,Uttar Pradesh,Meerut,17-05-2022,34.4,2.1,7,Two Wheeler,2022
VH-01104,2W-Electric,Andhra Pradesh,Visakhapatnam,08-02-2021,58.2,2.1,6,Two Wheeler,2021
VH-00152,2W-Electric,Tamil Nadu,Salem,01-03-2024,102,2.9,3,Two Wheeler,2024
VH-01177,2W-Electric,Andhra Pradesh,Visakhapatnam,31-01-2024,74.6,2,4,Two Wheeler,2024
VH-00583,2W-Electric,Andhra Pradesh,Vijayawada,04-07-2022,63,2.7,5,Two Wheeler,2022
VH-00534,2W-Electric,Rajasthan,Jodhpur,19-06-2022,61.5,2,5,Two Wheeler,2022
VH-00028,2W-Electric,Karnataka,Bengaluru,10-11-2021,37.4,2.5,7,Two Wheeler,2021
VH-00632,2W-Electric,Punjab,Amritsar,18-06-2021,66.4,2.8,4,Two Wheeler,2021
VH-00396,2W-Electric,Uttar Pradesh,Meerut,12-06-2021,58.2,2.8,2,Two Wheeler,2021
VH-00867,2W-Electric,Maharashtra,Thane,26-05-2023,44.5,2.4,2,Two Wheeler,2023
VH-00682,2W-Electric,Telangana,Nizamabad,14-12-2024,21.3,2.5,3,Two Wheeler,2024
VH-00798,2W-Electric,Karnataka,Mysuru,03-12-2021,60.3,2.8,5,Two Wheeler,2021
VH-00727,2W-Electric,Madhya Pradesh,Bhopal,23-07-2021,56,2.3,7,Two Wheeler,2021
VH-00896,2W-Electric,Andhra Pradesh,Vijayawada,01-09-2023,56.9,2.9,4,Two Wheeler,2023
VH-01013,2W-Electric,Andhra Pradesh,Visakhapatnam,03-12-2021,65.2,2.1,5,Two Wheeler,2021
VH-00107,2W-Electric,Maharashtra,Solapur,01-12-2023,46,3,6,Two Wheeler,2023
VH-00524,2W-Electric,Haryana,Panipat,19-01-2021,88.2,2.3,4,Two Wheeler,2021
VH-00390,2W-Electric,Tamil Nadu,Salem,31-03-2022,38.7,2.4,5,Two Wheeler,2022
VH-00555,2W-Electric,West Bengal,Kolkata,25-08-2023,74.8,2.6,2,Two Wheeler,2023
VH-00187,2W-Electric,Delhi,Noida,14-05-2021,46.3,2.1,5,Two Wheeler,2021
VH-00852,2W-Electric,Gujarat,Surat,19-12-2022,70.4,2.5,4,Two Wheeler,2022
VH-00631,2W-Electric,Kerala,Thrissur,20-06-2024,75.9,2.3,4,Two Wheeler,2024
VH-00414,2W-Electric,Punjab,Jalandhar,24-08-2022,19.9,2.5,3,Two Wheeler,2022
VH-00007,2W-Electric,Kerala,Kozhikode,23-11-2021,2.7,2.3,7,Two Wheeler,2021
VH-00818,2W-Electric,West Bengal,Asansol,29-06-2021,46.5,2.2,4,Two Wheeler,2021
VH-00246,2W-Electric,Delhi,New Delhi,27-10-2022,63.1,2.3,2,Two Wheeler,2022
VH-01032,2W-Electric,Rajasthan,Bikaner,23-12-2022,41.1,2.6,6,Two Wheeler,2022
VH-00190,2W-Electric,Karnataka,Mysuru,17-02-2024,45.5,2.9,5,Two Wheeler,2024
VH-00333,2W-Electric,Kerala,Kochi,23-02-2022,74.3,2.2,4,Two Wheeler,2022
VH-00009,2W-Electric,Punjab,Chandigarh,09-07-2021,46.4,2.6,5,Two Wheeler,2021
VH-00891,2W-Electric,Karnataka,Belagavi,09-08-2022,42.1,2.8,6,Two Wheeler,2022
VH-00895,2W-Electric,Kerala,Thrissur,22-03-2023,26.1,2.8,4,Two Wheeler,2023
VH-01166,2W-Electric,Telangana,Hyderabad,23-06-2022,32.3,2,3,Two Wheeler,2022
VH-00587,2W-Electric,Gujarat,Bhavnagar,08-09-2023,51.9,2.2,3,Two Wheeler,2023
VH-00935,2W-Electric,Rajasthan,Bikaner,01-04-2022,70.3,2.5,4,Two Wheeler,2022
VH-00244,2W-Electric,Delhi,Dwarka,08-06-2023,70.9,2.3,2,Two Wheeler,2023
VH-00093,2W-Electric,Gujarat,Bhavnagar,26-12-2022,69.7,2.7,6,Two Wheeler,2022
VH-00792,2W-Electric,Uttar Pradesh,Allahabad,04-04-2024,29.4,2.4,2,Two Wheeler,2024
VH-00086,2W-Electric,Haryana,Panipat,08-01-2021,78.8,2.3,4,Two Wheeler,2021
VH-00903,2W-Electric,Punjab,Amritsar,30-09-2022,81.2,2.8,7,Two Wheeler,2022
VH-00990,2W-Electric,Telangana,Nizamabad,10-05-2021,13.6,2.2,4,Two Wheeler,2021
VH-00065,2W-Electric,Delhi,Dwarka,01-04-2024,64.6,2.1,7,Two Wheeler,2024
VH-00154,2W-Electric,Kerala,Kollam,02-12-2021,56.2,2.6,4,Two Wheeler,2021
VH-00614,2W-Electric,Madhya Pradesh,Bhopal,11-04-2023,67.9,2.7,5,Two Wheeler,2023
VH-00518,2W-Electric,Punjab,Amritsar,02-02-2024,51.4,2.8,3,Two Wheeler,2024
VH-00221,2W-Electric,Uttar Pradesh,Lucknow,14-07-2024,52.8,2.4,6,Two Wheeler,2024
VH-00358,2W-Electric,Kerala,Kollam,11-07-2023,58.2,2.4,6,Two Wheeler,2023
VH-00196,2W-Electric,Tamil Nadu,Tiruchirappalli,17-11-2021,54.9,2.5,2,Two Wheeler,2021
VH-01001,2W-Electric,Telangana,Warangal,30-07-2023,47,3,5,Two Wheeler,2023
VH-00150,2W-Electric,Karnataka,Shivamogga,05-03-2021,81.5,2,3,Two Wheeler,2021
VH-01070,2W-Electric,Andhra Pradesh,Tirupati,06-11-2024,59.8,3,3,Two Wheeler,2024
VH-00299,2W-Electric,Delhi,Noida,05-05-2021,32.2,2.3,5,Two Wheeler,2021
VH-00098,2W-Electric,Karnataka,Mangaluru,22-08-2023,57.9,2.4,3,Two Wheeler,2023
VH-01189,2W-Electric,West Bengal,Siliguri,06-12-2024,41.8,68.8,4,Two Wheeler,2024
VH-00349,2W-Electric,Tamil Nadu,Vellore,29-12-2021,76.4,2.1,7,Two Wheeler,2021
VH-00940,2W-Electric,Gujarat,Gandhinagar,26-10-2024,58.2,2.3,5,Two Wheeler,2024
VH-00492,2W-Electric,Rajasthan,Bikaner,04-05-2023,85.6,2.8,6,Two Wheeler,2023
VH-00297,2W-Electric,West Bengal,Siliguri,15-07-2023,45.8,2.5,6,Two Wheeler,2023
VH-00763,2W-Electric,Telangana,Warangal,16-05-2022,60.7,2.5,2,Two Wheeler,2022
VH-00671,2W-Electric,Delhi,Noida,26-08-2021,69.9,68.8,7,Two Wheeler,2021
VH-00786,2W-Electric,Maharashtra,Solapur,23-04-2022,55.8,3,6,Two Wheeler,2022
VH-00715,2W-Electric,Haryana,Yamunanagar,05-10-2021,58.2,2.1,5,Two Wheeler,2021
VH-00219,2W-Electric,Madhya Pradesh,Jabalpur,21-02-2022,60.5,3,4,Two Wheeler,2022
VH-00801,2W-Electric,Delhi,New Delhi,19-11-2021,72.8,2.8,7,Two Wheeler,2021
VH-01174,2W-Electric,Rajasthan,Jodhpur,19-11-2021,86,3,2,Two Wheeler,2021
VH-00760,2W-Electric,Tamil Nadu,Madurai,27-09-2022,54.2,2.3,2,Two Wheeler,2022
VH-00393,2W-Electric,Rajasthan,Jodhpur,15-10-2022,19.9,2.6,2,Two Wheeler,2022
VH-01075,2W-Electric,Maharashtra,Solapur,01-01-2024,52.5,2.3,2,Two Wheeler,2024
VH-00973,2W-Electric,Rajasthan,Jodhpur,27-01-2021,60.3,2.6,7,Two Wheeler,2021
VH-00360,2W-Electric,West Bengal,Howrah,12-07-2023,65.3,3,2,Two Wheeler,2023
VH-00876,2W-Electric,Punjab,Ludhiana,30-09-2024,66.3,2.6,4,Two Wheeler,2024
VH-00361,2W-Electric,Punjab,Chandigarh,31-10-2023,39,2.1,7,Two Wheeler,2023
VH-01069,3W-Electric,Haryana,Gurugram,07-01-2024,24.5,7.4,7,Three Wheeler,2024
VH-01038,3W-Electric,Andhra Pradesh,Guntur,14-01-2024,46.4,6.1,2,Three Wheeler,2024
VH-00927,3W-Electric,Madhya Pradesh,Gwalior,22-02-2021,91.2,8.5,7,Three Wheeler,2021
VH-00641,3W-Electric,Kerala,Kollam,04-11-2024,10,7.9,5,Three Wheeler,2024
VH-00274,3W-Electric,Rajasthan,Jaipur,24-08-2023,73.2,8,2,Three Wheeler,2023
VH-00103,3W-Electric,Karnataka,Hubli,04-04-2024,35.7,6.6,4,Three Wheeler,2024
VH-00392,3W-Electric,West Bengal,Durgapur,02-03-2023,26.7,7.2,2,Three Wheeler,2023
VH-00021,3W-Electric,Rajasthan,Jaipur,07-03-2021,110.6,6.9,4,Three Wheeler,2021
VH-00100,3W-Electric,Gujarat,Ahmedabad,28-03-2023,50.2,7.9,4,Three Wheeler,2023
VH-00883,3W-Electric,Gujarat,Surat,29-03-2021,49.1,8.6,5,Three Wheeler,2021
VH-00469,3W-Electric,Uttar Pradesh,Kanpur,18-07-2021,47.5,8.7,2,Three Wheeler,2021
VH-00996,3W-Electric,Madhya Pradesh,Jabalpur,18-02-2024,51.4,7.2,6,Three Wheeler,2024
VH-00362,3W-Electric,Tamil Nadu,Chennai,20-12-2024,51.7,9,5,Three Wheeler,2024
VH-00183,3W-Electric,Andhra Pradesh,Kurnool,16-07-2022,48.8,7.3,2,Three Wheeler,2022
VH-00695,3W-Electric,Tamil Nadu,Tiruchirappalli,30-09-2023,31.5,7.6,4,Three Wheeler,2023
VH-01115,3W-Electric,Punjab,Jalandhar,09-05-2021,49.4,7.2,4,Three Wheeler,2021
VH-00069,3W-Electric,Karnataka,Shivamogga,07-04-2023,39.5,8,2,Three Wheeler,2023
VH-00716,3W-Electric,Maharashtra,Aurangabad,07-12-2024,69.2,6.9,3,Three Wheeler,2024
VH-00249,3W-Electric,Punjab,Amritsar,25-12-2021,33,6.4,2,Three Wheeler,2021
VH-00472,3W-Electric,Rajasthan,Jodhpur,18-10-2023,47.5,6.7,6,Three Wheeler,2023
VH-00068,3W-Electric,Maharashtra,Pune,21-05-2021,54.9,6.7,6,Three Wheeler,2021
VH-00815,3W-Electric,Telangana,Nizamabad,26-12-2022,71.6,6,3,Three Wheeler,2022
VH-00233,3W-Electric,Uttar Pradesh,Agra,29-11-2024,75.5,7.7,3,Three Wheeler,2024
VH-00553,3W-Electric,Delhi,New Delhi,30-03-2024,51.4,6.1,2,Three Wheeler,2024
VH-00944,3W-Electric,Uttar Pradesh,Agra,04-10-2022,75.3,7.5,7,Three Wheeler,2022
VH-00998,3W-Electric,Haryana,Ambala,03-06-2021,60.4,7,5,Three Wheeler,2021
VH-00380,3W-Electric,Haryana,Yamunanagar,16-06-2023,52.4,6.5,2,Three Wheeler,2023
VH-00288,3W-Electric,Punjab,Chandigarh,15-09-2021,58.2,8.9,6,Three Wheeler,2021
VH-00376,3W-Electric,Gujarat,Surat,14-11-2021,53.6,6.5,2,Three Wheeler,2021
VH-00120,3W-Electric,Madhya Pradesh,Gwalior,12-02-2022,55.1,7.9,3,Three Wheeler,2022
VH-00224,3W-Electric,Uttar Pradesh,Lucknow,18-10-2023,61.2,8.8,7,Three Wheeler,2023
VH-00182,3W-Electric,Gujarat,Vadodara,12-09-2022,54.8,7.6,2,Three Wheeler,2022
VH-00559,3W-Electric,Madhya Pradesh,Ujjain,31-08-2024,91.2,6.1,4,Three Wheeler,2024
VH-00684,3W-Electric,Punjab,Patiala,20-01-2023,39.6,7.2,4,Three Wheeler,2023
VH-00645,3W-Electric,Rajasthan,Udaipur,04-07-2024,83.9,7.1,5,Three Wheeler,2024
VH-00808,3W-Electric,Maharashtra,Mumbai,25-09-2021,25.2,8.5,3,Three Wheeler,2021
VH-00777,3W-Electric,West Bengal,Asansol,22-10-2022,68.6,7,4,Three Wheeler,2022
VH-00294,3W-Electric,Rajasthan,Jaipur,28-06-2022,87.4,6.8,2,Three Wheeler,2022
VH-01019,3W-Electric,Kerala,Kollam,19-10-2023,56.2,8.2,2,Three Wheeler,2023
VH-00453,3W-Electric,Delhi,Dwarka,23-10-2022,21.4,8.3,7,Three Wheeler,2022
VH-00368,3W-Electric,Haryana,Yamunanagar,14-11-2022,32.9,6.2,2,Three Wheeler,2022
VH-00834,3W-Electric,Gujarat,Gandhinagar,10-02-2021,92.7,7.8,6,Three Wheeler,2021
VH-00904,3W-Electric,West Bengal,Asansol,10-12-2023,43.6,8.9,6,Three Wheeler,2023
VH-00442,3W-Electric,Delhi,Dwarka,11-01-2023,80.6,8.2,6,Three Wheeler,2023
VH-01179,3W-Electric,Haryana,Panipat,26-05-2024,74.8,7,3,Three Wheeler,2024
VH-00184,3W-Electric,Maharashtra,Aurangabad,30-07-2024,71.1,6.4,5,Three Wheeler,2024
VH-00932,3W-Electric,West Bengal,Durgapur,08-09-2024,74.9,6.5,6,Three Wheeler,2024
VH-00650,3W-Electric,Rajasthan,Ajmer,09-09-2023,62.8,8.8,4,Three Wheeler,2023
VH-00707,3W-Electric,Karnataka,Shivamogga,02-09-2022,56.5,9,2,Three Wheeler,2022
VH-00797,3W-Electric,Gujarat,Ahmedabad,06-10-2021,61.1,6.9,6,Three Wheeler,2021
VH-00531,3W-Electric,Punjab,Amritsar,05-06-2024,69.2,8.6,7,Three Wheeler,2024
VH-00826,3W-Electric,Rajasthan,Ajmer,23-11-2021,13.1,8.2,2,Three Wheeler,2021
VH-00681,3W-Electric,Andhra Pradesh,Kurnool,10-07-2023,84.2,6.7,6,Three Wheeler,2023
VH-00522,3W-Electric,Andhra Pradesh,Visakhapatnam,06-05-2023,32.1,8.8,3,Three Wheeler,2023
VH-00194,3W-Electric,Kerala,Kochi,05-07-2024,86.4,8.7,3,Three Wheeler,2024
VH-00569,3W-Electric,Gujarat,Ahmedabad,29-10-2023,114.3,8,4,Three Wheeler,2023
VH-00019,3W-Electric,West Bengal,Howrah,05-08-2023,50.4,6.1,5,Three Wheeler,2023
VH-00711,3W-Electric,Tamil Nadu,Tiruchirappalli,28-02-2022,65.1,6.4,3,Three Wheeler,2022
