Session_ID,Station_ID,Session_Date,Energy_Consumed_kWh,Charging_Duration_Mins,Revenue_INR,Peak_Hour_Flag,User_Rating
SES-000151,ST-0220,2023-03-25,9.26,25.3,111.13,No,3.6
SES-001301,ST-0153,2023-06-15,3.61,65.7,33.23,Yes,3.4
SES-000095,ST-0198,2024-07-24,1.06,19.3,8.51,No,4.7
SES-001346,ST-0214,2023-01-16,5.96,16.3,82.24,Yes,3.8
SES-000218,ST-0187,2023-06-22,2.9,52.7,23.18,No,4.0
SES-000382,ST-0076,2023-11-09,19.07,52.0,228.8,No,4.7
SES-001048,ST-0143,2023-05-28,40.63,40.6,840.99,Yes,3.5
SES-000781,ST-0081,2023-09-01,55.92,22.4,1230.15,No,4.5
SES-000901,ST-0040,2024-11-27,1.44,26.2,11.53,No,3.7
SES-001427,ST-0146,2023-12-03,18.48,50.4,221.8,No,3.4
SES-000865,ST-0298,2023-06-02,83.21,33.3,1830.61,No,4.0
SES-000293,ST-0165,2024-11-22,20.36,20.4,421.39,Yes,3.7
SES-000713,ST-0220,2023-12-20,7.92,21.6,95.03,No,3.5
SES-000101,ST-0099,2023-02-12,45.53,,819.6,No,4.9
SES-001050,ST-0099,2024-09-02,38.87,38.9,804.65,Yes,3.8
SES-000784,ST-0238,2024-11-01,19.85,54.1,273.98,Yes,3.2
SES-001198,ST-0053,2024-11-26,7.41,20.2,102.2,Yes,4.1
SES-000490,ST-0204,2023-05-09,43.36,43.4,780.52,No,4.4
SES-000701,ST-0253,2024-03-14,80.07,32.0,2025.75,Yes,3.5
SES-001148,ST-0174,2024-04-16,48.71,48.7,1008.35,Yes,3.9
SES-000751,ST-0241,2023-12-19,1.01,18.4,9.3,Yes,3.1
SES-000963,ST-0127,2024-04-24,70.27,28.1,1777.79,Yes,4.7
SES-001013,ST-0189,2024-09-23,71.87,28.7,1581.23,No,5.0
SES-000243,ST-0229,2024-01-02,17.1,46.6,205.24,No,4.2
SES-000169,ST-0202,2024-08-26,6.0,16.4,82.75,Yes,3.6
SES-000074,ST-0033,2024-10-23,111.99,44.8,2463.75,No,4.6
SES-000560,ST-0165,2024-12-16,44.64,44.6,924.05,Yes,4.4
SES-001311,ST-0206,2024-03-25,11.03,30.1,132.42,No,4.4
SES-001486,ST-0275,2024-06-03,29.92,29.9,619.39,Yes,4.7
SES-001273,ST-0164,2024-04-14,48.96,49.0,881.34,No,4.1
SES-000119,ST-0251,2023-11-19,68.32,27.3,1728.54,Yes,4.6
SES-000521,ST-0148,2024-10-22,9.62,26.2,115.4,No,5.0
SES-000714,ST-0068,2024-11-08,3.05,55.5,24.44,No,3.9
SES-000993,ST-0162,2024-11-21,79.2,31.7,1742.47,No,3.8
SES-000006,ST-0148,2024-12-25,13.32,36.3,183.82,Yes,3.9
SES-000255,ST-0103,2024-08-02,11.17,30.5,154.19,Yes,3.0
SES-001094,ST-0184,2024-01-30,3.25,59.1,26.02,No,3.7
SES-001039,ST-0284,2023-04-06,111.66,44.7,2824.98,Yes,3.4
SES-000384,ST-0272,2024-03-05,31.95,32.0,661.41,Yes,3.6
SES-001103,ST-0029,2024-08-28,,25.6,112.52,No,4.6
SES-000517,ST-0248,2024-10-12,1.65,30.0,13.18,No,3.4
SES-000055,ST-0131,2023-08-03,100.01,40.0,2200.16,No,4.7
SES-000468,ST-0142,2024-10-12,56.71,22.7,1434.69,Yes,3.4
SES-000267,ST-0057,2024-06-13,5.24,14.3,62.82,No,3.2
SES-001034,ST-0018,2024-06-13,16.12,44.0,193.39,No,3.0
SES-000584,ST-0011,2024-07-01,17.4,47.4,208.75,No,4.4
SES-000767,ST-0001,2023-11-10,118.73,47.5,2612.09,No,3.4
SES-000538,ST-0043,2023-06-24,94.55,37.8,2080.1,No,4.1
SES-001432,ST-0074,2024-01-06,67.86,27.1,1716.75,Yes,3.2
SES-000060,ST-0066,2023-06-06,1.44,26.2,13.27,Yes,4.4
SES-001184,ST-0254,2023-12-26,33.86,33.9,609.54,No,4.1
SES-000167,ST-0092,2024-01-19,17.8,48.6,213.63,No,4.6
SES-001257,ST-0106,2023-07-08,99.61,39.8,2191.33,No,4.1
SES-000816,ST-0223,2023-10-29,40.92,40.9,736.5,No,4.9
SES-000332,ST-0029,2024-09-30,16.73,45.6,200.77,No,3.1
SES-000248,ST-0265,2024-09-20,78.46,31.4,1985.02,Yes,3.0
SES-000374,ST-0157,2023-08-22,25.64,25.6,461.6,No,4.6
SES-001196,ST-0177,2024-10-03,109.15,43.7,2401.39,No,3.0
SES-000500,ST-0269,2024-09-16,3.74,68.0,29.92,No,4.9
SES-001199,ST-0109,2024-02-05,63.28,25.3,1392.12,No,4.2
SES-001412,ST-0187,2023-10-29,1.73,31.4,13.83,No,4.0
SES-000637,ST-0028,2024-10-30,2.5,45.5,23.04,Yes,3.1
SES-000617,ST-0149,2023-10-17,41.47,16.6,1049.08,Yes,3.8
SES-001361,ST-0102,2024-07-20,17.01,46.4,234.77,Yes,4.8
SES-001167,ST-0104,2023-10-22,16.83,45.9,232.28,Yes,3.4
SES-000567,ST-0231,2024-01-04,36.96,,765.0,Yes,3.8
SES-000235,ST-0281,2024-12-09,19.99,54.5,275.86,Yes,4.5
SES-000627,ST-0099,2023-06-01,38.76,38.8,697.69,No,4.1
SES-000431,ST-0167,2023-05-20,112.19,44.9,2838.35,Yes,4.6
SES-001011,ST-0151,2024-12-19,46.18,46.2,831.21,No,3.3
SES-001356,ST-0068,2023-10-01,3.53,64.2,28.24,No,4.9
SES-000192,ST-0190,2023-09-09,28.24,28.2,508.31,No,4.7
SES-001180,ST-0214,2023-10-25,9.45,25.8,113.35,No,3.9
SES-000436,ST-0025,2023-01-19,51.08,20.4,1292.21,Yes,3.2
SES-000837,ST-0165,2023-01-22,39.95,40.0,719.12,No,4.4
SES-001247,ST-0169,2023-02-24,50.79,20.3,1117.33,No,3.5
SES-001017,ST-0263,2023-08-05,14.38,39.2,172.62,No,3.8
SES-000185,ST-0180,2024-12-25,6.65,18.1,79.76,No,3.8
SES-000688,ST-0096,2024-07-18,44.26,44.3,796.65,No,3.9
SES-000639,ST-0217,2024-05-15,2.69,48.8,24.7,Yes,3.9
SES-000570,ST-0159,2023-03-25,41.57,,914.55,No,4.5
SES-000934,ST-0204,2023-06-14,43.26,43.3,778.63,No,4.9
SES-001170,ST-0138,2024-12-05,59.39,23.8,1306.66,No,3.3
SES-000534,ST-0255,2023-01-07,1.44,,11.55,No,4.9
SES-000686,ST-0011,2023-11-10,18.0,49.1,248.42,Yes,4.7
SES-001249,ST-0033,2024-11-22,62.54,25.0,1582.19,Yes,3.4
SES-000743,ST-0113,2024-03-07,40.99,41.0,848.56,Yes,3.1
SES-000197,ST-0180,2023-11-21,10.29,28.1,123.52,No,3.2
SES-000775,ST-0242,2023-04-14,92.28,36.9,2030.27,No,4.3
SES-000496,ST-0285,2024-04-04,104.77,41.9,2650.6,Yes,4.1
SES-000592,ST-0131,2023-04-29,59.79,23.9,1315.33,No,3.8
SES-000937,ST-0246,2023-12-14,67.23,26.9,1478.98,No,4.2
SES-001042,ST-0034,2023-03-22,13.18,35.9,158.13,No,3.2
SES-000980,ST-0254,2024-06-21,32.46,32.5,584.31,No,3.2
SES-000381,ST-0117,2023-05-23,1.39,25.2,12.77,Yes,4.8
SES-000028,ST-0171,2024-06-23,16.84,45.9,202.06,No,5.0
SES-000396,ST-0266,2023-07-23,37.36,37.4,773.38,Yes,3.2
SES-000321,ST-0204,2023-07-19,41.74,41.7,863.94,Yes,3.6
SES-000148,ST-0133,2023-04-18,3.2,58.2,25.6,No,4.6
SES-000798,ST-0033,2024-06-09,78.93,31.6,1736.36,No,4.7
SES-000624,ST-0041,2023-05-29,31.28,31.3,647.59,Yes,3.8
SES-000239,ST-0266,2024-07-05,45.28,45.3,815.11,No,4.1
SES-001010,ST-0191,2024-12-06,107.37,,2362.11,No,4.2
SES-000911,ST-0060,2023-06-18,3.67,66.8,29.37,No,3.6
SES-000896,ST-0106,2023-12-12,43.19,17.3,950.12,No,5.0
SES-001482,ST-0147,2024-05-20,2.37,43.0,18.94,No,3.7
SES-000107,ST-0120,2023-05-06,76.14,30.5,1675.07,No,4.9
SES-000351,ST-0121,2024-01-22,74.46,29.8,1883.86,Yes,4.3
SES-000651,ST-0092,2024-09-05,6.78,18.5,93.6,Yes,3.2
SES-000390,ST-0163,2024-01-26,2.15,39.1,17.19,No,3.5
SES-001005,ST-0237,2023-12-27,3.95,71.8,31.58,No,3.5
SES-001118,ST-0164,2023-11-27,34.41,34.4,712.33,Yes,3.7
SES-000555,ST-0139,2023-12-12,8.03,21.9,96.35,No,4.1
SES-001430,ST-0003,2024-02-24,46.54,46.5,837.77,No,4.9
SES-000171,ST-0191,2024-05-15,91.96,36.8,2326.61,Yes,3.1
SES-001245,ST-0263,2024-12-08,9.36,25.5,112.32,No,3.6
SES-000307,ST-0125,2024-03-08,45.04,45.0,810.72,No,3.1
SES-000416,ST-0209,2024-09-24,5.64,15.4,77.79,Yes,3.4
SES-001476,ST-0256,2023-07-19,17.32,47.2,207.83,No,3.9
SES-001286,ST-0109,2024-02-18,56.57,22.6,1244.64,No,3.3
SES-000429,ST-0130,2024-02-13,11.52,31.4,138.24,No,3.7
SES-000187,ST-0125,2024-09-25,29.13,29.1,603.01,Yes,4.7
SES-001006,ST-0059,2023-12-10,3.1,56.3,24.77,No,4.1
SES-000909,ST-0298,2024-04-24,59.55,23.8,1310.11,No,3.2
SES-000270,ST-0122,2023-01-06,53.47,21.4,1176.36,No,4.5
SES-000868,ST-0287,2024-03-13,17.95,49.0,247.71,Yes,3.9
SES-000631,ST-0143,2024-06-11,23.8,23.8,492.65,Yes,3.7
SES-000951,ST-0164,2024-08-05,25.13,25.1,452.37,No,4.1
SES-000163,ST-0215,2024-01-14,102.42,41.0,2253.26,No,3.7
SES-000414,ST-0082,2024-12-29,15.6,42.5,215.28,Yes,4.0
SES-001336,ST-0241,2023-01-27,1.08,19.6,8.6,No,3.9
SES-000096,ST-0091,2024-12-07,15.34,41.8,184.13,No,3.9
SES-000099,ST-0186,2023-04-24,12.8,34.9,,No,3.9
SES-001031,ST-0143,2024-08-14,30.65,30.6,551.68,No,4.0
SES-000877,ST-0101,2024-03-07,49.1,49.1,1016.47,Yes,3.5
SES-000818,ST-0293,2023-08-13,3.46,62.9,27.66,No,3.1
SES-000823,ST-0103,2024-03-28,11.97,32.6,165.16,Yes,3.6
SES-000208,ST-0006,2024-05-31,16.75,45.7,200.98,No,3.8
SES-000975,ST-0203,2023-08-07,40.98,41.0,737.66,No,3.9
SES-000687,ST-0266,2023-12-24,20.82,20.8,430.88,Yes,4.4
SES-000873,ST-0221,2024-10-31,409.462064448615,33.5,693.15,Yes,4.8
SES-000246,ST-0019,2023-08-15,44.15,44.2,794.71,No,3.5
SES-000230,ST-0168,2024-03-18,40.25,40.3,724.53,No,4.4
SES-000907,ST-0224,2023-02-27,67.99,27.2,1495.74,No,4.5
SES-000009,ST-0254,2024-08-05,35.53,35.5,735.48,Yes,4.3
SES-000897,ST-0147,2024-12-12,2.81,51.0,22.45,No,4.5
SES-001409,ST-0209,2024-03-12,7.96,21.7,109.85,Yes,4.7
SES-001393,ST-0121,2024-08-16,99.9,40.0,2197.75,No,4.0
SES-001438,ST-0279,2024-02-23,1.85,33.7,17.03,Yes,3.7
SES-000866,ST-0005,2024-02-04,7.46,20.3,102.95,Yes,4.0
SES-001294,ST-0162,2023-03-16,104.12,41.6,2634.12,Yes,4.1
SES-000792,ST-0092,2023-03-11,15.85,43.2,190.2,No,4.7
SES-001023,ST-0007,2023-10-02,21.85,21.8,393.3,No,3.8
SES-000190,ST-0253,2023-05-04,118.69,47.5,2611.21,No,3.8
SES-000261,ST-0122,2024-11-28,57.79,23.1,1271.34,No,4.1
SES-000145,ST-0212,2023-08-28,56.42,22.6,1241.28,No,3.6
SES-000829,ST-0065,2023-06-30,3.94,71.6,31.51,No,4.5
SES-000699,ST-0150,2023-07-07,105.72,42.3,2325.91,No,3.2
SES-000920,ST-0299,2024-07-31,1.68,30.5,13.4,No,3.1
SES-001401,ST-0269,2023-02-12,1.62,29.4,12.95,No,4.2
SES-000938,ST-0263,2024-03-17,18.81,51.3,225.67,No,4.6
SES-001036,ST-0154,2024-10-08,11.2,30.5,134.38,No,4.2
SES-001368,ST-0161,2024-09-16,71.49,28.6,1808.64,Yes,3.8
SES-000891,ST-0135,2023-05-25,8.71,23.8,120.24,Yes,3.6
SES-000595,ST-0112,2024-07-02,109.06,43.6,2759.33,Yes,4.3
SES-000532,ST-0177,2023-12-19,78.18,31.3,1720.01,No,4.6
SES-000895,ST-0164,2024-12-16,43.33,43.3,779.99,No,3.4
SES-001474,ST-0103,2023-06-22,19.43,53.0,233.12,No,3.0
SES-001152,ST-0272,2023-06-04,26.84,26.8,483.19,No,4.4
SES-000058,ST-0089,2023-11-05,1.66,30.2,15.27,Yes,3.2
SES-001058,ST-0126,2023-07-04,9.74,26.6,116.89,No,4.2
SES-001262,ST-0066,2024-11-04,1.58,28.8,14.58,Yes,4.7
SES-000283,ST-0141,2024-01-22,17.91,48.8,214.93,No,3.3
SES-000935,ST-0084,2024-09-15,3.81,69.4,30.52,No,3.7
SES-000363,ST-0039,2023-10-11,30.84,30.8,555.18,No,3.3
SES-000244,ST-0188,2024-12-14,22.44,22.4,464.61,Yes,3.9
SES-000093,ST-0238,2024-05-13,17.42,47.5,209.05,No,3.1
SES-001235,ST-0189,2024-09-21,106.42,42.6,2341.3,No,3.6
SES-000338,ST-0131,2023-10-29,118.47,47.4,2606.28,No,3.7
SES-001014,ST-0245,2024-09-30,78.76,31.5,1992.71,Yes,3.4
SES-000948,ST-0267,2023-07-03,11.49,31.3,158.58,Yes,4.6
SES-001110,ST-0251,2024-03-01,69.0,27.6,1517.94,No,3.3
SES-000191,ST-0122,2023-01-20,79.74,31.9,2017.37,Yes,4.2
SES-000040,ST-0130,2023-07-06,13.6,37.1,187.67,Yes,4.5
SES-000976,ST-0170,2023-01-24,1.43,26.0,,Yes,3.4
SES-000635,ST-0132,2024-01-20,25.14,,452.5,No,4.1
SES-000765,ST-0055,2024-09-23,48.27,48.3,868.91,No,4.4
SES-000724,ST-0222,2024-10-08,98.57,39.4,2493.77,Yes,4.4
SES-001129,ST-0098,2024-06-18,2.01,36.6,16.09,No,5.0
SES-000064,ST-0149,2023-01-09,117.28,46.9,2967.3,Yes,4.2
SES-000234,ST-0231,2024-04-15,39.37,39.4,815.02,Yes,3.9
SES-000677,ST-0194,2024-03-20,46.48,46.5,962.12,Yes,4.6
SES-000106,ST-0012,2024-01-08,2.42,44.0,22.25,Yes,3.8
SES-000754,ST-0201,2023-01-09,1.63,29.5,13.0,No,4.1
SES-000903,ST-0096,2024-12-27,46.44,46.4,835.88,No,4.0
SES-000254,ST-0299,2023-06-24,1.52,27.6,12.17,No,3.3
SES-000423,ST-0121,2024-02-26,84.68,33.9,,No,4.6
SES-000775,ST-0242,2023-04-14,92.28,36.9,2030.27,No,4.3
SES-001233,ST-0130,2024-07-26,11.59,31.6,159.88,Yes,3.4
SES-000859,ST-0210,2023-07-02,28.03,28.0,504.49,No,3.7
SES-000925,ST-0083,2024-12-20,107.3,42.9,2360.5,No,4.7
SES-000080,ST-0020,2023-10-28,29.08,29.1,601.91,Yes,4.1
SES-000990,ST-0023,2023-11-28,73.12,29.2,1608.64,No,3.6
SES-001107,ST-0128,2024-02-17,119.86,47.9,2636.83,No,5.0
SES-000498,ST-0054,2024-01-04,14.59,39.8,175.05,No,4.8
SES-001453,ST-0246,2024-10-07,57.87,23.1,1273.23,No,3.6
SES-000088,ST-0260,2024-01-03,2.88,52.3,23.01,No,3.6
SES-000065,ST-0099,2024-12-31,37.75,37.7,679.46,No,3.1
SES-001295,ST-0213,2024-09-13,26.53,26.5,477.51,No,4.2
SES-000606,ST-0190,2024-12-24,26.64,26.6,479.49,No,3.4
SES-000275,ST-0252,2023-04-10,75.5,30.2,1660.94,No,4.6
SES-001265,ST-0263,2023-04-13,11.06,30.2,152.57,Yes,4.3
SES-001354,ST-0045,2023-11-06,105.32,42.1,2316.95,No,4.5
SES-001435,ST-0089,2024-02-22,1.81,32.8,16.61,Yes,4.9
SES-000154,ST-0037,2024-02-17,23.1,23.1,,No,3.9
SES-000614,ST-0085,2024-07-15,3.92,71.3,31.39,No,4.6
SES-000411,ST-0278,2024-08-05,42.63,42.6,767.41,No,4.9
SES-000831,ST-0300,2023-06-16,8.01,21.8,110.55,Yes,3.3
SES-000913,ST-0220,2023-04-22,18.52,50.5,255.57,Yes,3.5
SES-000518,ST-0240,2024-10-28,2.79,50.8,22.35,No,4.8
SES-000045,ST-0224,2024-09-10,90.96,36.4,2301.17,Yes,3.5
SES-000391,ST-0104,2023-03-07,484.563855954975,34.1,150.17,No,3.9
SES-000221,ST-0211,2024-09-27,48.42,48.4,871.47,No,4.3
SES-000141,ST-0249,2023-02-18,3.91,71.0,31.26,No,3.8
SES-000358,ST-0223,2024-05-24,37.21,37.2,669.74,No,4.4
SES-000723,ST-0263,2023-10-28,16.21,44.2,223.72,Yes,3.2
SES-001158,ST-0072,2024-06-26,9.96,27.2,119.48,No,4.1
SES-000262,ST-0125,2023-01-03,40.28,40.3,724.98,No,3.2
SES-001303,ST-0075,2024-10-06,46.73,46.7,841.2,No,3.1
SES-000899,ST-0161,2023-02-02,96.67,38.7,2126.77,No,3.2
SES-001104,ST-0101,2023-01-22,25.77,25.8,533.53,Yes,4.7
SES-000196,ST-0200,2024-02-29,116.06,46.4,2553.25,No,4.2
SES-000116,ST-0186,2024-06-12,5.73,15.6,68.74,No,4.2
SES-001076,ST-0016,2024-08-24,305.645462046492,33.4,14.68,No,4.8
SES-001074,ST-0019,2023-07-22,34.62,34.6,716.72,Yes,3.8
SES-000719,ST-0050,2023-02-22,17.36,47.3,208.29,No,4.3
SES-001463,ST-0239,2024-03-12,6.45,17.6,77.41,No,4.3
SES-001209,ST-0283,2023-10-23,94.31,37.7,,Yes,4.2
SES-001352,ST-0298,2024-07-10,49.86,19.9,1261.47,Yes,3.3
SES-000359,ST-0108,2023-01-26,3.07,55.8,28.23,Yes,3.7
SES-001061,ST-0092,2023-12-22,7.97,21.7,95.64,No,4.5
SES-001020,ST-0011,2024-04-20,19.61,53.5,235.37,No,3.5
SES-001001,ST-0008,2024-01-08,31.09,31.1,559.59,No,4.3
SES-000936,ST-0051,2023-12-16,79.39,31.8,1746.64,No,3.4
SES-000755,ST-0257,2023-10-16,31.66,31.7,569.93,No,4.0
SES-000421,ST-0190,2024-07-04,40.02,40.0,720.3,No,4.2
SES-000150,ST-0136,2023-05-31,14.2,,170.44,No,3.0
SES-000010,ST-0024,2023-02-19,39.27,39.3,812.95,Yes,4.7
SES-001070,ST-0259,2023-07-24,39.88,39.9,825.46,Yes,3.9
SES-001120,ST-0152,2024-01-13,67.92,27.2,1494.22,No,4.7
SES-001442,ST-0155,2023-09-27,18.16,49.5,250.61,Yes,4.1
SES-000535,ST-0021,2023-01-02,53.23,21.3,1170.97,No,4.9
SES-000549,ST-0135,2024-05-04,12.67,34.5,151.98,No,3.3
SES-000299,ST-0147,2023-05-21,3.5,63.7,32.23,Yes,3.4
SES-000977,ST-0017,2024-10-12,6.68,18.2,92.15,Yes,4.8
SES-001315,ST-0102,2024-07-07,13.5,36.8,186.33,Yes,4.5
SES-001338,ST-0014,2023-02-23,8.68,23.7,104.14,No,4.2
SES-000123,ST-0133,2024-03-05,1.89,34.4,15.14,No,4.9
SES-001390,ST-0147,2024-03-26,3.58,65.1,28.66,No,4.8
SES-001160,ST-0030,2023-04-24,9.55,26.1,114.64,No,4.8
SES-001397,ST-0207,2023-05-11,19.77,53.9,237.2,No,3.8
SES-000710,ST-0061,2024-12-02,14.49,39.5,173.88,No,4.0
SES-001377,ST-0257,2023-02-28,26.69,26.7,480.48,No,3.2
SES-000770,ST-0143,2023-10-03,48.22,48.2,998.1,Yes,3.7
SES-000089,ST-0286,2023-06-12,46.03,46.0,828.6,No,3.1
SES-001444,ST-0165,2023-02-04,42.97,43.0,889.58,Yes,4.2
SES-001033,ST-0226,2023-06-27,2.17,39.5,17.37,No,3.5
SES-000098,ST-0030,2024-03-24,6.45,17.6,77.38,No,3.4
SES-001489,ST-0244,2023-02-09,6.68,18.2,80.21,No,3.3
SES-000349,ST-0277,2023-07-27,9.49,25.9,130.96,Yes,4.1
SES-000510,ST-0187,2024-03-01,2.53,46.0,20.26,No,4.6
SES-000212,ST-0166,2023-01-20,9.25,25.2,111.0,No,3.4
SES-000704,ST-0294,2023-11-17,48.22,48.2,867.95,No,4.4
SES-000747,ST-0261,2024-11-29,1.61,29.3,12.89,No,3.4
SES-001046,ST-0292,2023-09-09,1.05,19.2,9.71,Yes,4.1
SES-000940,ST-0188,2024-09-17,49.51,49.5,1024.77,Yes,4.3
SES-001452,ST-0268,2023-12-30,38.62,38.6,695.18,No,4.0
SES-001350,ST-0068,2023-05-13,1.21,21.9,9.64,No,4.6
SES-001395,ST-0103,2023-03-07,15.53,42.4,214.38,Yes,4.6
SES-000479,ST-0147,2023-12-03,2.9,52.8,23.22,No,4.7
SES-000492,ST-0104,2023-03-22,12.79,34.9,176.52,Yes,4.2
SES-000842,ST-0289,2023-12-13,12.74,34.8,152.94,No,4.4
SES-001071,ST-0127,2024-07-18,99.42,39.8,2515.44,Yes,3.3
SES-000365,ST-0136,2023-07-25,12.61,34.4,174.0,Yes,3.7
SES-000297,ST-0163,2024-06-05,1.6,29.1,14.7,Yes,3.7
SES-000050,ST-0077,2024-09-23,7.02,19.2,96.9,Yes,4.1
SES-000225,ST-0001,2024-10-09,105.33,42.1,2317.25,No,4.3
SES-001244,ST-0289,2023-04-10,11.66,31.8,160.97,Yes,4.2
SES-001469,ST-0092,2024-05-13,7.77,21.2,107.22,Yes,4.4
SES-000851,ST-0180,2024-01-30,6.3,17.2,86.96,Yes,3.1
SES-000648,ST-0032,2024-06-15,2.1,38.2,,No,4.8
SES-001226,ST-0196,2023-11-09,3.44,62.5,31.63,Yes,3.3
SES-000563,ST-0242,2023-09-12,68.83,27.5,1514.32,No,5.0
SES-000623,ST-0076,2024-12-13,6.51,17.8,89.82,Yes,5.0
SES-000336,ST-0187,2024-03-15,1.57,28.6,14.46,Yes,3.8
SES-001088,ST-0201,2024-01-02,2.99,54.3,23.89,No,4.6
SES-000805,ST-0239,2023-08-14,17.93,48.9,247.44,Yes,4.0
SES-000605,ST-0253,2023-05-07,42.53,17.0,935.58,No,4.0
SES-001270,ST-0238,2023-01-12,15.43,42.1,185.18,No,5.0
SES-000443,ST-0260,2024-06-19,3.57,64.9,28.56,No,3.3
SES-001422,ST-0052,2024-07-05,25.22,25.2,453.99,No,4.9
SES-001025,ST-0003,2024-02-29,43.83,43.8,907.25,Yes,3.4
SES-000540,ST-0142,2023-07-06,60.85,24.3,1539.45,Yes,4.1
SES-000768,ST-0102,2024-03-12,10.86,29.6,149.82,Yes,3.1
SES-000763,ST-0157,2023-05-16,24.85,24.8,514.36,Yes,4.0
SES-000869,ST-0175,2023-11-27,13.28,36.2,183.24,Yes,3.2
SES-000690,ST-0029,2024-02-03,7.39,20.2,101.97,Yes,4.8
SES-000188,ST-0059,2023-02-24,3.08,56.0,24.65,No,3.3
SES-000407,ST-0230,2024-08-11,2.49,45.3,22.91,Yes,4.6
SES-001012,ST-0012,2023-04-17,1.42,25.9,11.38,No,3.5
SES-001173,ST-0082,2023-01-14,12.42,33.9,171.42,Yes,4.2
SES-000752,ST-0084,2024-12-01,3.12,56.6,28.66,Yes,4.2
SES-001051,ST-0107,2023-10-17,40.2,,832.24,Yes,4.7
SES-000462,ST-0245,2024-09-05,103.33,41.3,2614.15,Yes,3.2
SES-000671,ST-0159,2023-09-18,51.23,20.5,1126.97,No,3.7
SES-000656,ST-0185,2024-06-02,63.46,25.4,1396.15,No,4.8
SES-000786,ST-0012,2024-07-13,3.02,54.9,27.8,Yes,3.8
SES-001084,ST-0234,2024-02-24,23.29,23.3,482.1,Yes,3.4
SES-000715,ST-0081,2023-02-13,73.49,29.4,1616.75,No,4.7
SES-001351,ST-0255,2023-05-06,2.15,39.1,17.22,No,3.3
SES-000425,ST-0298,2024-05-31,55.08,22.0,1211.74,No,4.6
SES-000044,ST-0200,2023-07-11,112.61,45.0,2477.52,No,3.6
SES-000662,ST-0243,2024-06-19,38.53,38.5,693.51,No,4.5
SES-000636,ST-0189,2024-10-27,64.22,25.7,1412.8,No,3.6
SES-000529,ST-0182,2024-05-27,109.18,43.7,2401.9,No,3.1
SES-000988,ST-0226,2024-07-28,1.74,31.6,13.91,No,4.5
SES-000219,ST-0068,2024-03-09,2.3,41.8,18.4,No,3.4
SES-000821,ST-0289,2024-12-05,5.13,14.0,61.6,No,3.8
SES-000182,ST-0296,2024-11-17,19.44,53.0,233.32,No,4.3
SES-001460,ST-0248,2023-10-14,2.95,,23.63,No,4.1
SES-000856,ST-0007,2023-10-16,21.21,21.2,438.96,Yes,3.2
SES-000610,ST-0194,2023-08-04,29.65,29.6,533.66,No,3.2
SES-000486,ST-0114,2024-01-26,1.68,30.5,13.43,No,4.6
SES-001150,ST-0032,2023-09-29,1.98,36.0,15.82,No,3.4
SES-001018,ST-0007,2024-07-18,35.71,35.7,642.78,No,3.6
SES-001086,ST-0032,2023-01-31,2.93,53.2,23.41,No,4.5
SES-000082,ST-0136,2023-06-15,13.12,35.8,157.49,No,3.9
SES-000325,ST-0181,2023-12-14,3.58,65.1,28.65,No,4.4
SES-001410,ST-0300,2023-12-01,5.05,13.8,69.65,Yes,4.6
SES-001081,ST-0101,2024-08-03,24.89,24.9,448.09,No,3.5
SES-000020,ST-0128,2023-04-09,50.87,20.3,,No,3.5
SES-000455,ST-0205,2024-02-09,31.19,31.2,561.35,No,3.9
SES-001111,ST-0274,2023-12-21,1.98,36.0,18.21,Yes,4.9
SES-000839,ST-0210,2023-03-27,41.73,41.7,863.75,Yes,4.5
SES-000759,ST-0181,2023-09-11,,42.4,18.66,No,3.1
SES-001341,ST-0261,2024-03-24,3.1,56.4,28.55,Yes,4.7
SES-000035,ST-0137,2024-03-11,15.68,42.8,216.42,Yes,3.5
SES-000809,ST-0005,2023-10-12,13.24,36.1,158.91,No,4.3
SES-001163,ST-0122,2023-08-20,42.78,17.1,1082.28,Yes,4.4
SES-000905,ST-0038,2024-06-18,49.43,49.4,889.71,No,4.7
SES-000801,ST-0144,2023-07-31,1.22,22.2,9.75,No,4.5
SES-000097,ST-0050,2023-04-17,13.08,35.7,,No,3.7
SES-001108,ST-0277,2024-06-24,19.69,53.7,236.24,No,4.8
SES-000447,ST-0116,2023-09-02,75.2,30.1,1654.41,No,3.8
SES-000475,ST-0080,2023-03-03,78.14,31.3,1719.01,No,4.8
SES-000367,ST-0167,2024-11-30,68.01,27.2,1720.61,Yes,3.4
SES-001465,ST-0282,2023-02-12,2.97,54.0,23.77,No,3.2
SES-000761,ST-0099,2024-05-29,20.97,21.0,377.47,No,4.1
SES-000919,ST-0233,2023-03-29,54.61,21.8,1381.59,Yes,3.1
SES-001426,ST-0259,2024-08-12,43.2,43.2,894.23,Yes,4.8
SES-000760,ST-0201,2024-12-24,2.21,40.2,20.36,Yes,4.4
SES-000393,ST-0177,2024-04-07,57.26,22.9,1448.73,Yes,3.1
SES-001296,ST-0135,2023-11-25,17.9,48.8,214.82,No,3.4
SES-000507,ST-0035,2023-05-20,1.69,30.7,15.54,Yes,3.1
SES-000435,ST-0088,2023-10-13,12.11,33.0,167.15,Yes,3.5
SES-000649,ST-0169,2024-10-29,56.53,22.6,1243.6,No,3.2
SES-000943,ST-0202,2023-11-13,,18.1,79.81,No,3.1
SES-001232,ST-0057,2024-02-25,9.5,25.9,113.99,No,4.9
