Session_ID,Station_ID,Session_Date,Energy_Consumed_kWh,Charging_Duration_Mins,Revenue_INR,Peak_Hour_Flag,User_Rating,Session_Year
SES-000395,ST-0196,06-12-2024,3.65,66.4,34,Yes,3.8,2024
SES-000734,ST-0245,14-05-2024,90.26,36.1,2284,Yes,4.2,2024
SES-000424,ST-0196,13-01-2024,1.67,30.3,15,Yes,3.2,2024
SES-000681,ST-0166,17-10-2024,17.36,47.4,240,Yes,4.1,2024
SES-000354,ST-0185,15-06-2024,107.89,43.2,2730,Yes,3.8,2024
SES-000041,ST-0064,02-03-2024,32.34,32.3,669,Yes,3.7,2024
SES-001243,ST-0218,27-10-2024,86.76,34.7,2195,Yes,3.7,2024
SES-001399,ST-0030,01-11-2024,6.89,18.8,95,Yes,3.4,2024
SES-000741,ST-0257,27-12-2024,40.61,40.6,841,Yes,4.1,2024
SES-001461,ST-0042,20-05-2024,13.87,37.8,191,Yes,3.1,2024
SES-000640,ST-0248,23-08-2024,2.28,41.4,21,Yes,3.7,2024
SES-000030,ST-0151,04-05-2024,38.69,38.7,801,Yes,3.1,2024
SES-001358,ST-0270,25-02-2024,3.21,58.4,30,Yes,3.1,2024
SES-000335,ST-0152,23-01-2024,50.82,20.3,1286,Yes,3.5,2024
SES-001144,ST-0137,14-02-2024,5.65,15.4,78,Yes,3.7,2024
SES-001022,ST-0040,19-01-2024,1.11,20.2,10,Yes,4.4,2024
SES-000042,ST-0292,10-04-2024,3.89,70.7,36,Yes,3.7,2024
SES-000834,ST-0228,22-10-2024,47.12,47.1,975,Yes,3.6,2024
SES-000223,ST-0100,08-05-2024,1.96,35.7,18,Yes,4.9,2024
SES-001394,ST-0054,16-09-2024,10.92,29.8,151,Yes,4.4,2024
SES-000290,ST-0245,05-09-2024,102.57,41,2595,Yes,4.6,2024
SES-000207,ST-0143,03-09-2024,24.36,24.4,504,Yes,4.7,2024
SES-000974,ST-0001,06-01-2024,74.15,29.7,1876,Yes,3.8,2024
SES-001201,ST-0140,16-08-2024,76.7,30.7,677.15,Yes,4.9,2024
SES-000776,ST-0203,18-05-2024,49.86,49.9,1032,Yes,4.3,2024
SES-000684,ST-0190,22-01-2024,39.64,39.6,821,Yes,4.9,2024
SES-000870,ST-0078,30-01-2024,93.79,37.5,2373,Yes,4.4,2024
SES-000914,ST-0270,09-09-2024,1.5,27.3,14,Yes,3.1,2024
SES-000215,ST-0154,21-02-2024,16.57,45.2,229,Yes,3.5,2024
SES-000039,ST-0179,08-11-2024,19.86,54.2,274,Yes,4.6,2024
SES-000137,ST-0085,06-07-2024,3.57,64.8,33,Yes,3,2024
SES-000036,ST-0237,07-11-2024,2.49,45.3,23,Yes,4.1,2024
SES-001185,ST-0039,13-05-2024,34.71,34.7,718,Yes,4,2024
SES-000245,ST-0235,15-01-2024,15.18,41.4,209,Yes,3.8,2024
SES-000111,ST-0185,29-02-2024,113.79,45.5,2879,Yes,4.3,2024
SES-000971,ST-0039,26-04-2024,39.68,39.7,821,Yes,4.1,2024
SES-000748,ST-0078,14-02-2024,101.53,40.6,2569,Yes,3.8,2024
SES-001105,ST-0191,12-08-2024,77.19,30.9,1953,Yes,4.9,2024
SES-001388,ST-0036,05-08-2024,7.14,19.5,99,Yes,4.4,2024
SES-000293,ST-0165,22-11-2024,20.36,20.4,421,Yes,3.7,2024
SES-001050,ST-0099,02-09-2024,38.87,38.9,805,Yes,3.8,2024
SES-000784,ST-0238,01-11-2024,19.85,54.1,274,Yes,3.2,2024
SES-001198,ST-0053,26-11-2024,7.41,20.2,102,Yes,4.1,2024
SES-000701,ST-0253,14-03-2024,80.07,32,2026,Yes,3.5,2024
SES-001148,ST-0174,16-04-2024,48.71,48.7,1008,Yes,3.9,2024
SES-000963,ST-0127,24-04-2024,70.27,28.1,1778,Yes,4.7,2024
SES-000169,ST-0202,26-08-2024,6,16.4,83,Yes,3.6,2024
SES-000560,ST-0165,16-12-2024,44.64,44.6,924,Yes,4.4,2024
SES-001486,ST-0275,03-06-2024,29.92,29.9,619,Yes,4.7,2024
SES-000006,ST-0148,25-12-2024,13.32,36.3,184,Yes,3.9,2024
SES-000255,ST-0103,02-08-2024,11.17,30.5,154,Yes,3,2024
SES-000384,ST-0272,05-03-2024,31.95,32,661,Yes,3.6,2024
SES-000468,ST-0142,12-10-2024,56.71,22.7,1435,Yes,3.4,2024
SES-001432,ST-0074,06-01-2024,67.86,27.1,1717,Yes,3.2,2024
SES-000248,ST-0265,20-09-2024,78.46,31.4,1985,Yes,3,2024
SES-000637,ST-0028,30-10-2024,2.5,45.5,23,Yes,3.1,2024
SES-001361,ST-0102,20-07-2024,17.01,46.4,235,Yes,4.8,2024
SES-000567,ST-0231,04-01-2024,36.96,35.83,765,Yes,3.8,2024
SES-000235,ST-0281,09-12-2024,19.99,54.5,276,Yes,4.5,2024
SES-000639,ST-0217,15-05-2024,2.69,48.8,25,Yes,3.9,2024
SES-001249,ST-0033,22-11-2024,62.54,25,1582,Yes,3.4,2024
SES-000743,ST-0113,07-03-2024,40.99,41,849,Yes,3.1,2024
SES-000496,ST-0285,04-04-2024,104.77,41.9,2651,Yes,4.1,2024
SES-000351,ST-0121,22-01-2024,74.46,29.8,1884,Yes,4.3,2024
SES-000651,ST-0092,05-09-2024,6.78,18.5,94,Yes,3.2,2024
SES-000171,ST-0191,15-05-2024,91.96,36.8,2327,Yes,3.1,2024
SES-000416,ST-0209,24-09-2024,5.64,15.4,78,Yes,3.4,2024
SES-000187,ST-0125,25-09-2024,29.13,29.1,603,Yes,4.7,2024
SES-000868,ST-0287,13-03-2024,17.95,49,248,Yes,3.9,2024
SES-000631,ST-0143,11-06-2024,23.8,23.8,493,Yes,3.7,2024
SES-000414,ST-0082,29-12-2024,15.6,42.5,215,Yes,4,2024
SES-000877,ST-0101,07-03-2024,49.1,49.1,1016,Yes,3.5,2024
SES-000823,ST-0103,28-03-2024,11.97,32.6,165,Yes,3.6,2024
SES-000873,ST-0221,31-10-2024,409.46,33.5,693,Yes,4.8,2024
SES-000009,ST-0254,05-08-2024,35.53,35.5,735,Yes,4.3,2024
SES-001409,ST-0209,12-03-2024,7.96,21.7,110,Yes,4.7,2024
SES-001438,ST-0279,23-02-2024,1.85,33.7,17,Yes,3.7,2024
SES-000866,ST-0005,04-02-2024,7.46,20.3,103,Yes,4,2024
SES-001368,ST-0161,16-09-2024,71.49,28.6,1809,Yes,3.8,2024
SES-000595,ST-0112,02-07-2024,109.06,43.6,2759,Yes,4.3,2024
SES-001262,ST-0066,04-11-2024,1.58,28.8,15,Yes,4.7,2024
SES-000244,ST-0188,14-12-2024,22.44,22.4,465,Yes,3.9,2024
SES-001014,ST-0245,30-09-2024,78.76,31.5,1993,Yes,3.4,2024
SES-000724,ST-0222,08-10-2024,98.57,39.4,2494,Yes,4.4,2024
SES-000234,ST-0231,15-04-2024,39.37,39.4,815,Yes,3.9,2024
SES-000677,ST-0194,20-03-2024,46.48,46.5,962,Yes,4.6,2024
SES-000106,ST-0012,08-01-2024,2.42,44,22,Yes,3.8,2024
SES-001233,ST-0130,26-07-2024,11.59,31.6,160,Yes,3.4,2024
SES-001435,ST-0089,22-02-2024,1.81,32.8,17,Yes,4.9,2024
SES-000045,ST-0224,10-09-2024,90.96,36.4,2301,Yes,3.5,2024
SES-001352,ST-0298,10-07-2024,49.86,19.9,1261,Yes,3.3,2024
SES-000977,ST-0017,12-10-2024,6.68,18.2,92,Yes,4.8,2024
SES-001315,ST-0102,07-07-2024,13.5,36.8,186,Yes,4.5,2024
SES-000940,ST-0188,17-09-2024,49.51,49.5,1025,Yes,4.3,2024
SES-001071,ST-0127,18-07-2024,99.42,39.8,2515,Yes,3.3,2024
SES-000297,ST-0163,05-06-2024,1.6,29.1,15,Yes,3.7,2024
SES-000050,ST-0077,23-09-2024,7.02,19.2,97,Yes,4.1,2024
SES-001469,ST-0092,13-05-2024,7.77,21.2,107,Yes,4.4,2024
SES-000851,ST-0180,30-01-2024,6.3,17.2,87,Yes,3.1,2024
SES-000623,ST-0076,13-12-2024,6.51,17.8,90,Yes,5,2024
SES-001025,ST-0003,29-02-2024,43.83,43.8,907,Yes,3.4,2024
SES-000768,ST-0102,12-03-2024,10.86,29.6,150,Yes,3.1,2024
SES-000690,ST-0029,03-02-2024,7.39,20.2,102,Yes,4.8,2024
SES-000407,ST-0230,11-08-2024,2.49,45.3,23,Yes,4.6,2024
SES-000752,ST-0084,01-12-2024,3.12,56.6,29,Yes,4.2,2024
SES-000462,ST-0245,05-09-2024,103.33,41.3,2614,Yes,3.2,2024
SES-000786,ST-0012,13-07-2024,3.02,54.9,28,Yes,3.8,2024
SES-001084,ST-0234,24-02-2024,23.29,23.3,482,Yes,3.4,2024
SES-001341,ST-0261,24-03-2024,3.1,56.4,29,Yes,4.7,2024
SES-000035,ST-0137,11-03-2024,15.68,42.8,216,Yes,3.5,2024
SES-000367,ST-0167,30-11-2024,68.01,27.2,1721,Yes,3.4,2024
SES-001426,ST-0259,12-08-2024,43.2,43.2,894,Yes,4.8,2024
SES-000760,ST-0201,24-12-2024,2.21,40.2,20,Yes,4.4,2024
SES-000393,ST-0177,07-04-2024,57.26,22.9,1449,Yes,3.1,2024
SES-000973,ST-0214,07-09-2024,16.38,44.7,226,Yes,3.4,2024
SES-001263,ST-0003,17-12-2024,28.75,28.8,595,Yes,3.8,2024
SES-000256,ST-0048,25-08-2024,96.34,38.5,2437,Yes,3.5,2024
SES-001220,ST-0272,25-11-2024,40.88,40.9,677.15,Yes,4.3,2024
SES-000680,ST-0122,15-07-2024,44.17,17.7,1117,Yes,3.7,2024
SES-000608,ST-0033,21-01-2024,46.68,18.7,1181,Yes,3,2024
SES-001100,ST-0124,20-05-2024,13.44,36.7,186,Yes,3.2,2024
SES-000528,ST-0017,13-03-2024,11.13,30.4,154,Yes,4.9,2024
SES-000665,ST-0210,12-07-2023,36.8,36.8,762,Yes,3.5,2023
SES-000772,ST-0150,18-02-2023,42.69,17.1,1080,Yes,3.8,2023
SES-000015,ST-0189,02-08-2023,94.51,37.8,2391,Yes,4.1,2023
SES-001216,ST-0219,30-03-2023,36.87,36.9,763,Yes,4,2023
SES-000456,ST-0201,07-08-2023,2.2,40.1,20,Yes,4.3,2023
SES-001077,ST-0112,30-07-2023,114.21,45.7,2890,Yes,3.4,2023
SES-000945,ST-0097,18-11-2023,9.31,25.4,128,Yes,3.4,2023
SES-000810,ST-0142,22-02-2023,50.46,20.2,1277,Yes,3.7,2023
SES-000653,ST-0279,12-05-2023,3.93,71.4,36,Yes,3.3,2023
SES-000092,ST-0203,21-08-2023,33.03,33,684,Yes,3.9,2023
SES-000200,ST-0202,02-04-2023,5.49,15,76,Yes,3.3,2023
SES-000070,ST-0077,04-03-2023,310.69,28.7,145,Yes,4.8,2023
SES-000740,ST-0088,29-12-2023,16.56,45.2,228,Yes,3.8,2023
SES-001132,ST-0041,28-09-2023,38.76,38.8,802,Yes,4.1,2023
SES-000766,ST-0026,22-02-2023,1.37,35.83,13,Yes,5,2023
SES-000388,ST-0164,05-12-2023,43.04,43,891,Yes,3.2,2023
SES-000679,ST-0278,08-05-2023,45.88,45.9,950,Yes,3.3,2023
SES-000370,ST-0286,03-11-2023,23.65,23.7,490,Yes,4.1,2023
SES-000138,ST-0207,08-11-2023,7.14,19.5,99,Yes,3.5,2023
SES-000465,ST-0029,08-04-2023,15.14,41.3,209,Yes,4,2023
SES-001112,ST-0159,17-11-2023,85.25,34.1,2157,Yes,3.3,2023
SES-000477,ST-0119,29-07-2023,2.76,50.2,25,Yes,4.6,2023
SES-001179,ST-0087,18-01-2023,1.2,21.8,11,Yes,3.9,2023
SES-000659,ST-0100,17-02-2023,2.63,47.8,24,Yes,4.9,2023
SES-000366,ST-0221,04-12-2023,37.3,37.3,772,Yes,3.4,2023
SES-000580,ST-0189,30-01-2023,104.13,41.7,2635,Yes,4.3,2023
SES-000274,ST-0124,15-11-2023,303.5,17,86,Yes,4.1,2023
SES-000334,ST-0092,14-05-2023,13.37,36.5,184,Yes,3.4,2023
SES-001272,ST-0147,30-12-2023,1.07,19.5,10,Yes,4.6,2023
SES-000324,ST-0156,13-08-2023,34.51,40.8,207,Yes,4.5,2023
SES-000999,ST-0063,03-08-2023,104.55,41.8,2645,Yes,4.2,2023
SES-000845,ST-0002,08-06-2023,90.09,36,2279,Yes,3.8,2023
SES-001299,ST-0168,16-09-2023,49.7,49.7,1029,Yes,4.8,2023
SES-000543,ST-0026,07-07-2023,2.7,49,25,Yes,3.4,2023
SES-000198,ST-0028,28-04-2023,2.16,39.3,20,Yes,5,2023
SES-001335,ST-0138,22-08-2023,56.49,22.6,1429,Yes,3.8,2023
SES-001205,ST-0043,09-01-2023,83.02,33.2,2100,Yes,4.7,2023
SES-000364,ST-0013,15-03-2023,114.86,45.9,2906,Yes,3.8,2023
SES-000994,ST-0166,04-01-2023,8.04,21.9,111,Yes,3.4,2023
SES-000777,ST-0111,25-04-2023,11.35,31,157,Yes,3.7,2023
SES-001332,ST-0024,12-02-2023,28.09,28.1,581,Yes,4.6,2023
SES-000034,ST-0103,16-02-2023,10.03,27.3,138,Yes,4.5,2023
SES-000355,ST-0267,12-02-2023,7.32,20,101,Yes,3.4,2023
SES-000742,ST-0156,19-10-2023,16.52,45,228,Yes,4.9,2023
SES-001039,ST-0284,06-04-2023,111.66,44.7,2825,Yes,3.4,2023
SES-000437,ST-0165,08-05-2023,34.14,34.1,707,Yes,4.7,2023
SES-000308,ST-0262,25-07-2023,11.94,32.6,165,Yes,3,2023
SES-001304,ST-0042,24-05-2023,6.85,18.7,95,Yes,4.4,2023
SES-000915,ST-0120,16-10-2023,95.9,38.4,2426,Yes,4.4,2023
SES-000110,ST-0200,25-06-2023,107.12,42.8,2710,Yes,4.9,2023
SES-001096,ST-0121,12-10-2023,85.01,34,2151,Yes,4.1,2023
SES-000730,ST-0289,10-07-2023,9.43,25.7,130,Yes,4.3,2023
SES-000683,ST-0038,20-08-2023,22.63,22.6,468,Yes,4.5,2023
SES-001067,ST-0111,11-08-2023,15.16,41.3,209,Yes,4.8,2023
SES-001068,ST-0135,14-08-2023,6.29,17.2,87,Yes,4.9,2023
SES-001359,ST-0139,28-07-2023,19.28,52.6,266,Yes,4.9,2023
SES-000771,ST-0111,26-12-2023,15.56,42.4,215,Yes,3.1,2023
SES-000997,ST-0042,12-07-2023,15.24,41.6,210,Yes,4.9,2023
SES-001147,ST-0099,20-04-2023,22.01,22,456,Yes,3.8,2023
SES-000008,ST-0090,14-02-2023,12.65,34.5,175,Yes,4.5,2023
SES-001002,ST-0179,11-11-2023,8.83,24.1,122,Yes,4.9,2023
SES-001252,ST-0026,01-01-2023,1.25,22.8,12,Yes,4.8,2023
SES-000048,ST-0040,25-06-2023,3.36,61.1,31,Yes,4.4,2023
SES-001362,ST-0195,26-05-2023,37.17,37.2,769,Yes,4.1,2023
SES-000172,ST-0297,24-12-2023,15.65,42.7,216,Yes,3.7,2023
SES-000625,ST-0195,20-07-2023,28.74,28.7,595,Yes,5,2023
SES-000815,ST-0261,17-05-2023,2.59,47.2,24,Yes,3.5,2023
SES-001349,ST-0300,25-12-2023,12.5,34.1,172,Yes,3.3,2023
SES-000399,ST-0239,28-02-2023,9.28,25.3,128,Yes,3.1,2023
SES-000170,ST-0056,09-11-2023,56.9,22.8,1440,Yes,3.8,2023
SES-001162,ST-0264,09-03-2023,8.47,23.1,117,Yes,4.7,2023
SES-000729,ST-0069,29-12-2023,2.15,39.1,20,Yes,4.6,2023
SES-001217,ST-0010,21-07-2023,14.42,39.3,199,Yes,4.4,2023
SES-000083,ST-0205,30-03-2023,20.73,20.7,429,Yes,3.5,2023
SES-000326,ST-0196,20-07-2023,2.91,52.9,27,Yes,4.7,2023
SES-000892,ST-0054,13-01-2023,17.49,47.7,241,Yes,4.4,2023
SES-001212,ST-0011,10-11-2023,14.82,40.4,205,Yes,4.4,2023
SES-000159,ST-0283,11-05-2023,96.87,38.7,2451,Yes,3.6,2023
SES-000084,ST-0041,24-07-2023,47.48,47.5,983,Yes,3,2023
SES-000808,ST-0212,10-02-2023,51.9,20.8,1313,Yes,4.3,2023
SES-000495,ST-0220,12-09-2023,10.21,27.9,141,Yes,3.4,2023
SES-000983,ST-0201,01-11-2023,1.03,18.7,9,Yes,3.7,2023
SES-000654,ST-0264,15-06-2023,13.52,36.9,187,Yes,4.9,2023
SES-000551,ST-0235,08-01-2023,12.02,32.8,166,Yes,4.1,2023
SES-001250,ST-0171,15-11-2023,5.37,14.6,74,Yes,3.1,2023
SES-001026,ST-0233,07-06-2023,63.75,25.5,1613,Yes,4.9,2023
SES-000533,ST-0202,03-08-2023,8.78,23.9,121,Yes,4,2023
SES-000271,ST-0149,25-03-2023,50.57,20.2,1279,Yes,4.2,2023
SES-000461,ST-0240,12-08-2023,3.68,66.9,34,Yes,3.2,2023
SES-000202,ST-0021,30-11-2023,47.51,19,1202,Yes,4.3,2023
SES-001125,ST-0001,24-06-2023,110.79,44.3,2803,Yes,5,2023
SES-000898,ST-0036,09-06-2023,8.5,23.2,117,Yes,3,2023
SES-000504,ST-0089,29-06-2023,1.38,25.1,13,Yes,3.7,2023
SES-001468,ST-0012,19-06-2023,1.72,31.2,16,Yes,4.3,2023
SES-001045,ST-0015,16-08-2023,59.93,24,1516,Yes,4.1,2023
SES-001407,ST-0298,30-11-2023,76.86,30.7,1945,Yes,3.5,2023
SES-000758,ST-0015,28-04-2023,79.8,31.9,2019,Yes,4.9,2023
SES-000952,ST-0077,21-10-2023,14.03,38.3,194,Yes,5,2023
SES-000548,ST-0011,17-12-2023,10.63,29,147,Yes,3.5,2023
SES-001265,ST-0263,13-04-2023,11.06,30.2,153,Yes,4.3,2023
SES-000599,ST-0114,10-01-2023,1.68,30.6,15,Yes,3.2,2023
SES-000824,ST-0045,28-07-2023,116.07,46.4,2936,Yes,4.7,2023
SES-000965,ST-0177,21-04-2023,77.53,31,1961,Yes,3.9,2023
SES-001161,ST-0045,06-02-2023,110.88,44.4,2805,Yes,3.7,2023
SES-001386,ST-0040,08-10-2023,1.43,25.9,13,Yes,3.9,2023
SES-001326,ST-0164,04-12-2023,45.92,45.9,951,Yes,3,2023
SES-001293,ST-0252,14-09-2023,41.05,16.4,1039,Yes,4.6,2023
SES-001101,ST-0097,09-10-2023,5.26,14.3,73,Yes,3.3,2023
SES-000398,ST-0191,26-10-2023,75.75,30.3,1917,Yes,4.5,2023
SES-000666,ST-0204,09-08-2023,405.57,46.5,963,Yes,4.4,2023
SES-000882,ST-0174,24-12-2023,39.24,39.2,812,Yes,3.6,2023
SES-000327,ST-0066,26-09-2023,1.79,32.5,16,Yes,4,2023
SES-000764,ST-0144,16-07-2023,1.37,25,13,Yes,3.1,2023
SES-001434,ST-0150,09-05-2023,84.58,33.8,2140,Yes,3.1,2023
SES-000076,ST-0241,16-07-2023,2.57,46.7,24,Yes,4.8,2023
SES-000320,ST-0265,28-04-2023,72.81,29.1,1842,Yes,3.7,2023
SES-000644,ST-0257,09-05-2023,35.97,36,744,Yes,4.4,2023
SES-001470,ST-0088,23-06-2023,6.37,17.4,88,Yes,4.3,2023
SES-001405,ST-0276,21-03-2023,2.07,37.6,19,Yes,3.4,2023
SES-000553,ST-0042,08-01-2023,16.96,46.3,234,Yes,3.9,2023
SES-001287,ST-0287,12-06-2023,9.36,25.5,129,Yes,3.2,2023
SES-000402,ST-0149,24-04-2023,60.47,24.2,1530,Yes,3.4,2023
SES-001495,ST-0124,05-06-2023,19.44,35.83,268,Yes,4.3,2023
SES-000121,ST-0257,07-02-2023,31.04,31,643,Yes,4.4,2023
SES-001483,ST-0181,21-05-2023,1.02,18.5,677.15,Yes,4.4,2023
SES-000253,ST-0040,12-10-2023,2.18,39.7,20,Yes,3.8,2023
SES-001415,ST-0193,05-08-2023,34.51,22.7,471,Yes,5,2023
SES-000850,ST-0209,18-08-2023,19.38,52.9,268,Yes,4.7,2023
SES-000970,ST-0162,09-02-2023,53.91,21.6,1364,Yes,4.1,2023
SES-001365,ST-0162,04-02-2023,72.55,29,1836,Yes,4.9,2023
SES-001117,ST-0148,11-01-2023,34.51,29,147,Yes,3.2,2023
SES-001329,ST-0277,14-03-2023,14.32,39,198,Yes,5,2023
SES-000441,ST-0282,05-02-2023,2.99,54.3,28,Yes,4.9,2023
SES-000590,ST-0207,31-03-2023,6.28,17.1,87,Yes,4.2,2023
SES-000237,ST-0230,10-01-2023,2.31,42,21,Yes,4.2,2023
SES-000427,ST-0182,15-02-2023,107.13,42.9,2710,Yes,4.5,2023
SES-001457,ST-0248,08-01-2023,1.59,28.9,15,Yes,4.6,2023
SES-000318,ST-0229,08-07-2023,14.23,38.8,196,Yes,3.5,2023
SES-000153,ST-0230,21-03-2023,2.38,43.3,22,Yes,4.4,2023
SES-001373,ST-0294,23-12-2023,20.04,20,415,Yes,3.3,2023
SES-000753,ST-0006,17-12-2023,5.97,16.3,82,Yes,3.7,2023
SES-000575,ST-0233,31-03-2023,80.3,32.1,2032,Yes,3.3,2023
SES-001384,ST-0190,13-09-2023,40.92,40.9,847,Yes,3.5,2023
SES-000228,ST-0288,02-04-2023,13.5,36.8,186,Yes,3.1,2023
SES-000317,ST-0070,06-12-2023,15.41,42,213,Yes,3.4,2023
SES-000525,ST-0036,05-04-2023,18.28,49.8,252,Yes,3.1,2023
SES-000031,ST-0106,11-05-2023,107.08,42.8,2709,Yes,4.9,2023
SES-000011,ST-0300,26-02-2023,10.12,27.6,140,Yes,5,2023
SES-000942,ST-0044,16-01-2023,6.83,18.6,94,Yes,3.8,2023
SES-000126,ST-0262,14-10-2023,17.19,46.9,237,Yes,3.6,2023
SES-001059,ST-0292,02-07-2023,2.43,44.3,22,Yes,5,2023
SES-001274,ST-0046,12-06-2023,19.02,51.9,263,Yes,3.6,2023
SES-000470,ST-0035,19-01-2023,3.19,58,29,Yes,3.2,2023
SES-000203,ST-0227,01-03-2023,24.09,24.1,499,Yes,3.5,2023
SES-001459,ST-0001,30-06-2023,47.07,18.8,1191,Yes,4.7,2023
SES-000978,ST-0072,12-03-2023,11.35,30.9,157,Yes,4.7,2023
SES-001122,ST-0143,14-02-2023,33.03,33,684,Yes,3.7,2023
SES-000483,ST-0216,30-07-2023,41.21,41.2,853,Yes,3.5,2023
SES-000339,ST-0157,24-02-2023,49.72,49.7,1029,Yes,4.3,2023
SES-001214,ST-0100,22-05-2023,2.35,42.6,22,Yes,3.2,2023
SES-000013,ST-0028,19-09-2023,1.01,18.3,9,Yes,3.7,2023
SES-000967,ST-0144,21-11-2023,2.32,42.2,21,Yes,4.3,2023
SES-000304,ST-0079,09-01-2023,32.82,32.8,679,Yes,3.6,2023
SES-001316,ST-0216,24-10-2023,46.52,46.5,963,Yes,4.2,2023
SES-001396,ST-0269,10-10-2023,2.49,45.3,23,Yes,4.7,2023
SES-000460,ST-0045,13-10-2023,45.65,18.3,1155,Yes,4.1,2023
SES-000880,ST-0271,18-01-2023,49.1,49.1,1016,Yes,3.8,2023
SES-000295,ST-0019,13-01-2023,30.16,30.2,624,Yes,4.2,2023
SES-000211,ST-0166,30-01-2023,416.17,26.8,136,Yes,4.5,2023
SES-001109,ST-0113,17-01-2023,47.36,47.4,980,Yes,3.8,2023
SES-001445,ST-0203,20-06-2023,34.05,34,705,Yes,4,2023
SES-000857,ST-0083,08-12-2023,84.02,33.6,2126,Yes,4.4,2023
SES-000217,ST-0084,26-05-2023,1.94,35.2,18,Yes,4.3,2023
SES-000885,ST-0056,18-08-2023,50.67,20.3,1282,Yes,5,2023
SES-001387,ST-0271,14-09-2023,20.66,20.7,428,Yes,3.8,2023
SES-000179,ST-0246,30-11-2023,79.64,31.9,2015,Yes,3,2023
SES-000508,ST-0199,14-07-2023,100.98,40.4,2555,Yes,3.1,2023
SES-000921,ST-0041,19-11-2023,34.51,32.9,682,Yes,4,2023
SES-001325,ST-0286,02-03-2023,28.63,28.6,593,Yes,3.7,2023
SES-000819,ST-0242,17-01-2023,50.02,20,1266,Yes,4.2,2023
SES-001254,ST-0133,29-07-2023,3.3,60.1,30,Yes,3.5,2023
SES-001136,ST-0033,14-01-2023,57.42,23,1453,Yes,4.4,2023
SES-000445,ST-0147,05-01-2023,3.06,55.6,28,Yes,4.5,2023
SES-000033,ST-0228,18-02-2023,39.97,40,827,Yes,4.5,2023
SES-001123,ST-0174,08-11-2023,36.12,36.1,748,Yes,3.6,2023
SES-000669,ST-0017,19-09-2023,19.64,53.6,271,Yes,4.8,2023
SES-000959,ST-0219,18-04-2023,27.33,27.3,566,Yes,3.6,2023
SES-001087,ST-0162,27-11-2023,68.98,27.6,1745,Yes,4.3,2023
SES-000152,ST-0127,14-05-2023,53.46,21.4,1352,Yes,3.8,2023
SES-001187,ST-0267,08-12-2023,6.69,18.2,92,Yes,4.7,2023
SES-001464,ST-0049,23-11-2023,34.51,43.8,2773,Yes,3.8,2023
SES-000855,ST-0243,23-04-2023,42.32,42.3,876,Yes,4.3,2023
SES-000053,ST-0154,15-07-2023,16.55,45.1,228,Yes,3.7,2023
SES-000077,ST-0199,26-08-2023,101.35,40.5,2564,Yes,3.8,2023
SES-000633,ST-0018,02-05-2023,19.59,53.4,270,Yes,4.7,2023
SES-000833,ST-0131,15-03-2023,34.51,24.1,1526,Yes,3.7,2023
SES-000686,ST-0011,10-11-2023,18,49.1,248,Yes,4.7,2023
SES-000750,ST-0128,21-04-2023,103.98,41.6,2631,Yes,4.3,2023
SES-000409,ST-0186,08-01-2023,13.87,37.8,191,Yes,3.1,2023
SES-001279,ST-0288,24-05-2023,18.03,49.2,249,Yes,4.4,2023
SES-001119,ST-0151,01-04-2023,46.83,46.8,969,Yes,3.5,2023
SES-000166,ST-0263,06-06-2023,11.68,31.9,677.15,Yes,3.1,2023
SES-000132,ST-0185,09-12-2023,52.54,21,1329,Yes,4.5,2023
SES-000315,ST-0033,04-01-2023,59.67,23.9,1510,Yes,4.7,2023
SES-000707,ST-0264,20-10-2023,7.19,19.6,99,Yes,3.9,2023
SES-000794,ST-0066,08-10-2023,2.62,47.6,24,Yes,4.5,2023
SES-000026,ST-0127,16-12-2023,69.15,27.7,1750,Yes,3,2023
SES-000579,ST-0003,24-06-2023,22.69,22.7,470,Yes,4,2023
SES-000303,ST-0055,13-11-2023,28.25,28.3,585,Yes,3.6,2023
SES-001413,ST-0135,15-02-2023,34.51,40.7,206,Yes,4.5,2023
SES-001211,ST-0062,17-10-2023,14.27,38.9,197,Yes,3.3,2023
SES-000394,ST-0285,17-04-2023,46.16,18.5,1168,Yes,3.1,2023
SES-001172,ST-0251,07-12-2023,103.86,41.5,2628,Yes,3.4,2023
SES-001154,ST-0221,07-10-2023,38.33,38.3,793,Yes,4.6,2023
SES-000168,ST-0285,29-01-2023,87.37,34.9,2210,Yes,4.6,2023
SES-001473,ST-0175,31-07-2023,11.56,31.5,159,Yes,3,2023
SES-000807,ST-0092,16-02-2023,13.38,36.5,185,Yes,3.3,2023
SES-001301,ST-0153,15-06-2023,3.61,65.7,33,Yes,3.4,2023
SES-001346,ST-0214,16-01-2023,5.96,16.3,82,Yes,3.8,2023
SES-001048,ST-0143,28-05-2023,40.63,40.6,841,Yes,3.5,2023
SES-000751,ST-0241,19-12-2023,1.01,18.4,9,Yes,3.1,2023
SES-000119,ST-0251,19-11-2023,68.32,27.3,1729,Yes,4.6,2023
SES-000060,ST-0066,06-06-2023,1.44,26.2,13,Yes,4.4,2023
SES-000617,ST-0149,17-10-2023,41.47,16.6,1049,Yes,3.8,2023
SES-001167,ST-0104,22-10-2023,16.83,45.9,232,Yes,3.4,2023
SES-000431,ST-0167,20-05-2023,112.19,44.9,2838,Yes,4.6,2023
SES-000436,ST-0025,19-01-2023,51.08,20.4,1292,Yes,3.2,2023
